O_ORDERKEY | O_CUSTKEY | O_ORDERSTATUS | O_TOTALPRICE | O_ORDERDATE | O_ORDERPRIORITY | O_CLERK | O_SHIPPRIORITY | O_COMMENT
12967|344|F|7718.63|1993-09-22|2-HIGH|Clerk#000000650|0|gly final deposits are slyly carefully ironic cour
12992|43|O|163160.85|1997-02-25|5-LOW|Clerk#000000099|0|xpress theodolites use across the un
12993|404|O|34104.64|1998-05-14|5-LOW|Clerk#000000435|0| across the depths. idle, final accounts lose furiously regular, 
12994|436|F|48033.72|1994-11-18|5-LOW|Clerk#000000557|0|ily among the slyly unusual deposits. quickly pending acco
12995|349|O|205137.41|1996-07-29|3-MEDIUM|Clerk#000000027|0|ts except the quickly express request
12996|290|O|115108.00|1995-12-05|4-NOT SPECIFIED|Clerk#000000531|0|ccounts. blithely ironic pinto beans cajol
12997|157|O|22178.46|1996-05-27|1-URGENT|Clerk#000000085|0|accounts boost. final asymptotes affix blithely fluff
12998|241|O|25594.39|1996-10-03|2-HIGH|Clerk#000000213|0|instructions sleep. express, final patterns detect furiously. furi
12999|283|F|171135.45|1993-04-04|2-HIGH|Clerk#000000745|0|nusual foxes. express accounts sublate q
13024|199|F|40579.16|1992-03-14|3-MEDIUM|Clerk#000000700|0| bold requests nag quickly. d
13025|49|O|111029.70|1998-01-28|2-HIGH|Clerk#000000785|0|lly regular instructions serve. special deposits against the careful
13026|338|O|152230.13|1997-04-01|2-HIGH|Clerk#000000050|0| bold ideas! express ideas across the furiously dogged theodolites use bold,
13027|287|F|151186.43|1992-01-16|1-URGENT|Clerk#000000236|0|ongside of the ideas wak
13028|206|F|201784.84|1994-04-09|1-URGENT|Clerk#000000687|0|regular platelets a
13029|103|O|137909.08|1997-11-11|3-MEDIUM|Clerk#000000699|0|riously above the blithely f
13030|439|F|136102.36|1994-07-23|3-MEDIUM|Clerk#000000878|0|hely ironic packages are slyly regular ideas. quickly final pack
13031|2|F|189848.08|1992-12-05|5-LOW|Clerk#000000325|0|s are furiously. busy requests haggle furiously pinto beans. asymptotes are. 
13056|133|F|171366.38|1994-04-23|4-NOT SPECIFIED|Clerk#000000174|0|ounts. quickly regular packages above the furiously unusual sauternes ha
13057|20|O|81351.91|1997-12-16|1-URGENT|Clerk#000000125|0|y. final requests breach furiously. regular deposits engage. 
13058|347|O|9516.01|1997-03-26|1-URGENT|Clerk#000000685|0|ly! special instructions sleep furiously throughout the deposits.
13059|41|O|194986.36|1997-05-31|5-LOW|Clerk#000000463|0| requests. blithely special
13060|404|O|215498.18|1997-02-06|4-NOT SPECIFIED|Clerk#000000724|0|ously above the pending, special theodolites. dolphins ar
13061|247|O|65747.98|1997-09-17|1-URGENT|Clerk#000000937|0|regular deposits. s
13062|388|O|81241.21|1996-05-03|2-HIGH|Clerk#000000216|0|s asymptotes cajole carefully regular depen
13063|424|O|265068.53|1997-01-15|5-LOW|Clerk#000000506|0|packages are slyly fluffil
13088|439|F|223440.31|1993-04-23|4-NOT SPECIFIED|Clerk#000000089|0|s. even, final packages on the carefully regular platelets cajole quick
13089|421|O|198124.70|1995-12-15|4-NOT SPECIFIED|Clerk#000000502|0|e slyly ironic pinto beans. blithely express accounts boost. pen
13090|40|F|118394.45|1993-07-27|4-NOT SPECIFIED|Clerk#000000717|0|packages impress quickly across the fluffily regul
13091|257|F|196090.42|1994-11-16|3-MEDIUM|Clerk#000000786|0|ironic requests nag furiously stealthy pinto beans. slyly even pains 
13092|430|O|91394.06|1998-06-24|1-URGENT|Clerk#000000241|0|eans haggle furiously about the slyly daring deposi
13093|340|O|110317.89|1996-05-05|2-HIGH|Clerk#000000244|0| slyly even sheaves haggl
13094|340|F|68376.71|1993-08-19|4-NOT SPECIFIED|Clerk#000000376|0|theodolites serve around the slyly special accounts. instruc
13095|436|O|280221.71|1996-07-22|1-URGENT|Clerk#000000837|0|ve theodolites detect according to the slyly special grouches. un
13120|313|F|75267.18|1994-12-15|5-LOW|Clerk#000000149|0| to the quickly express requests nag carefully stealthily regular requ
13121|265|F|197393.74|1993-03-08|2-HIGH|Clerk#000000148|0|cross the blithely ironic the
13122|73|F|146140.72|1994-09-24|2-HIGH|Clerk#000000229|0|t blithely furiously special accounts. carefully regular 
13123|253|O|182366.21|1998-07-03|2-HIGH|Clerk#000000231|0|fter the slyly speci
13124|4|F|48968.11|1993-12-18|3-MEDIUM|Clerk#000000862|0|ggle quickly according to the carefully even pac
13125|107|F|158136.88|1993-12-14|4-NOT SPECIFIED|Clerk#000000302|0|ly quickly final ideas. carefully bold ideas slee
13126|287|O|134033.76|1995-10-20|4-NOT SPECIFIED|Clerk#000000919|0|ithely bold foxes wake. accounts according to the quickly ev
13127|350|F|46215.04|1993-08-01|3-MEDIUM|Clerk#000000178|0|cording to the ironic asymptotes sleep care
13152|256|F|242142.69|1994-02-15|2-HIGH|Clerk#000000367|0|ts. blithely final instructions sleep quickly final requ
13153|344|O|149641.93|1996-11-06|1-URGENT|Clerk#000000666|0|refully across the carefully careful notornis. qu
13154|157|O|237589.33|1997-10-22|5-LOW|Clerk#000000557|0|foxes? quickly blithe ideas nag slyly. blithely regular packages cajole. fluff
13155|325|O|167253.57|1996-06-18|1-URGENT|Clerk#000000727|0|ns play. express requests cajole quickly theodolites. carefully furious dino
13156|385|O|155411.92|1995-10-06|5-LOW|Clerk#000000482|0| about the carefully regular a
13157|197|F|270990.03|1992-02-12|3-MEDIUM|Clerk#000000655|0|regular requests wake. never special ac
13158|41|F|150642.74|1992-11-21|1-URGENT|Clerk#000000638|0|ns promise slyly even requests. carefully ironic packages haggle
13159|236|O|127761.16|1996-12-02|1-URGENT|Clerk#000000262|0|efully among the blithely regular instructions. carefu
13184|142|O|17462.82|1998-03-28|4-NOT SPECIFIED|Clerk#000000845|0|ilent deposits haggle furiously about the silent deposits. 
13185|241|O|263118.62|1997-07-15|5-LOW|Clerk#000000862|0|ly even tithes sleep daringly. unusual, ironic accou
13186|167|O|190284.44|1996-09-18|2-HIGH|Clerk#000000427|0|ckly pending accounts. quick
13187|277|F|64875.10|1993-12-09|2-HIGH|Clerk#000000421|0|ns haggle slyly. slyly pending instructions at the carefully final
13188|431|O|76643.22|1998-07-20|3-MEDIUM|Clerk#000000061|0|ckey players. accounts haggle fluffily against the foxes. unusual, expre
13189|28|F|2457.91|1995-04-05|1-URGENT|Clerk#000000002|0|l deposits above the pending pinto beans are
13190|41|O|20322.41|1998-05-04|4-NOT SPECIFIED|Clerk#000000173|0|furiously express accounts. carefully i
13191|64|O|263808.90|1997-12-24|5-LOW|Clerk#000000080|0|regular accounts at the blithely even sh
13216|323|F|87193.74|1992-04-14|3-MEDIUM|Clerk#000000901|0|e furiously express pinto beans. unusual deposits are. even instructio
13217|284|O|51218.71|1997-09-25|5-LOW|Clerk#000000659|0|se dependencies nag blithely after the blithely regular ideas. 
13218|431|F|178993.58|1994-05-17|2-HIGH|Clerk#000000715|0|ccounts. slyly pending instru
13219|161|O|137456.17|1997-10-15|2-HIGH|Clerk#000000251|0|s. regular, special platelets wake. unusual, even 
13220|445|O|125862.03|1998-07-31|1-URGENT|Clerk#000000586|0|refully final platelets: accounts of the busily special 
13221|284|O|86518.21|1995-10-15|4-NOT SPECIFIED|Clerk#000000459|0|lthy accounts around the 
13222|409|O|88658.76|1997-05-04|4-NOT SPECIFIED|Clerk#000000435|0|quests. furiously silent packages
13223|106|O|32266.66|1996-08-08|4-NOT SPECIFIED|Clerk#000000713|0| slyly blithely regular requests. furiously regular multipliers wake 
13248|268|O|35423.23|1997-02-02|3-MEDIUM|Clerk#000000920|0|eans use. even packages eat after the ca
13249|172|O|170053.38|1997-07-18|5-LOW|Clerk#000000660|0|nstructions nag blithely quick
13250|398|O|118903.48|1997-08-18|3-MEDIUM|Clerk#000000150|0|sts about the final requests a
13251|295|O|115096.79|1997-03-28|1-URGENT|Clerk#000000928|0|cording to the blithely silent deposit
13252|394|F|140046.56|1994-03-23|4-NOT SPECIFIED|Clerk#000000026|0|n ideas must boost blithely. expre
13253|238|O|257883.37|1996-10-28|2-HIGH|Clerk#000000767|0|refully even packages print. blithely bold deposits boost fluffily
13254|320|O|164268.16|1998-02-23|3-MEDIUM|Clerk#000000890|0|blithely silent packages. fin
13255|335|F|107621.82|1993-07-18|3-MEDIUM|Clerk#000000993|0|metimes across the even deposits. pending accounts affix blithely furi
13280|95|F|185097.33|1994-09-12|2-HIGH|Clerk#000000073|0|pinto beans promise carefully final requests. r
13281|445|F|125310.36|1992-04-23|1-URGENT|Clerk#000000327|0|slyly. regularly ironic deposits haggle bli
13282|247|F|120514.61|1992-05-10|5-LOW|Clerk#000000436|0|luffily express foxes 
13283|284|O|123663.29|1997-12-29|4-NOT SPECIFIED|Clerk#000000842|0|dependencies? quickly quick deposits cajol
13284|256|F|109922.29|1992-08-13|2-HIGH|Clerk#000000186|0|equests. slyly final de
13285|122|O|5788.60|1995-05-17|4-NOT SPECIFIED|Clerk#000000312|0|r packages. silent, even 
13286|334|O|58613.09|1995-10-12|2-HIGH|Clerk#000000186|0|osits. slyly express requests promise quickly. bold, final asymptote
13287|269|O|143319.39|1997-03-10|3-MEDIUM|Clerk#000000335|0|e theodolites. blithely even deposits dazzle care
13312|397|O|74129.26|1996-11-04|1-URGENT|Clerk#000000904|0|final accounts wake slyl
13313|431|F|214111.40|1994-07-17|4-NOT SPECIFIED|Clerk#000000036|0|d platelets. slyly express requests print carefully across the quickl
13314|124|F|202206.83|1994-05-14|2-HIGH|Clerk#000000842|0|ajole stealthily even deposits. furiously express foxes was evenly r
13315|136|O|156224.69|1996-10-16|2-HIGH|Clerk#000000759|0|thinly ironic accoun
13316|395|F|39158.56|1992-10-23|5-LOW|Clerk#000000555|0|tain even, pending instructions. quickly pending pinto beans sleep against the
13317|260|O|40432.15|1996-04-12|3-MEDIUM|Clerk#000000096|0|ggedly unusual packages along the carefully final 
13318|98|O|215779.17|1997-06-11|4-NOT SPECIFIED|Clerk#000000381|0|ounts. sometimes ironic packages sleep stealthily. slyly regular accounts are
13319|128|O|121542.56|1996-01-19|1-URGENT|Clerk#000000158|0|ecial excuses boost. carefully regular asymptotes was acco
13344|110|O|77164.64|1997-03-27|4-NOT SPECIFIED|Clerk#000000924|0|de the quickly regular excuses. blithely express packages nod fur
13345|403|F|104546.71|1992-09-03|4-NOT SPECIFIED|Clerk#000000876|0|thely special dolphins. slyly regular foxes sleep carefull
13346|304|F|196962.06|1992-11-16|5-LOW|Clerk#000000594|0|thely bold foxes sleep final reque
13347|169|F|220599.51|1993-04-24|4-NOT SPECIFIED|Clerk#000000933|0|uriously against the carefully final foxes. carefully
13348|380|F|87117.17|1993-11-08|3-MEDIUM|Clerk#000000878|0|ns doubt fluffily across the requests. even theodolites around the fluffi
13349|437|F|70871.25|1994-09-20|2-HIGH|Clerk#000000916|0|usual courts haggle ruthlessly. final deposi
13350|392|O|241001.64|1998-05-06|2-HIGH|Clerk#000000152|0|gular requests cajole quickl
13351|214|F|181805.11|1993-05-07|3-MEDIUM|Clerk#000000892|0|eposits haggle slowly alongside of 
13376|437|F|202559.08|1992-10-10|3-MEDIUM|Clerk#000000807|0| deposits. furiously regular packages unwind slyly bl
13377|118|O|41827.25|1995-07-19|2-HIGH|Clerk#000000094|0|ily along the bold deposits. carefully unusual accounts use quickl
13378|346|F|170553.19|1994-09-22|5-LOW|Clerk#000000729|0|nis integrate; deposits wake bravely special frets. furiously expre
13379|86|F|93717.89|1993-11-08|5-LOW|Clerk#000000398|0|hely special dependencies. carefully unusual deposits are regularly. b
13380|280|F|113684.41|1994-07-16|1-URGENT|Clerk#000000683|0|ffy deposits haggle blithely. bold deposits amon
13381|334|O|88321.04|1995-08-18|3-MEDIUM|Clerk#000000835|0|s platelets nod carefully. final, unusual deposits nag blith
13382|362|O|46772.96|1995-11-02|4-NOT SPECIFIED|Clerk#000000427|0|kages. regular packages boost slyly alongside 
13383|404|F|123514.21|1992-06-16|4-NOT SPECIFIED|Clerk#000000258|0|pecial ideas boost stealthily about the regular, express pinto bean
13408|412|F|185258.96|1994-02-15|5-LOW|Clerk#000000772|0| since the pinto beans. furiously pending accounts ru
13409|385|F|39699.93|1993-07-14|4-NOT SPECIFIED|Clerk#000000002|0|n dependencies detect furi
13410|178|F|53097.11|1993-06-07|4-NOT SPECIFIED|Clerk#000000922|0|lly ironic braids are. quickly final gifts haggle si
13411|413|F|122607.80|1994-04-13|2-HIGH|Clerk#000000179|0|l foxes. silent theodolit
13412|373|O|110699.43|1997-07-12|1-URGENT|Clerk#000000124|0|lithely slow packages. packages past the ru
13413|142|F|189453.39|1993-01-30|1-URGENT|Clerk#000000565|0|ironic instructions. special instructions boost quick
13414|400|O|132302.45|1995-07-07|3-MEDIUM|Clerk#000000693|0|across the blithely regular
13415|367|O|228069.81|1997-05-31|2-HIGH|Clerk#000000851|0|ully. packages haggle slyly around the 
13440|260|F|22182.20|1993-10-14|4-NOT SPECIFIED|Clerk#000000189|0|fily ironic accounts. quietly regular deposits among th
13441|385|O|47399.34|1995-08-31|1-URGENT|Clerk#000000983|0|tes. blithely regular packages wake enticingly. quickly da
13442|73|O|147378.88|1997-08-06|4-NOT SPECIFIED|Clerk#000000830|0|p quickly fluffily 
13443|164|F|194557.90|1993-10-07|3-MEDIUM|Clerk#000000379|0|uriously silent packages nag. ideas cajole quickly carefully regula
13444|53|F|245954.75|1992-01-06|2-HIGH|Clerk#000000199|0|. forges are carefully. furiously final packages are blithely ironic the
13445|205|O|14539.39|1997-12-24|4-NOT SPECIFIED|Clerk#000000599|0|quickly. excuses cajole. idly express packages cajole blithely pending pinto b
13446|146|O|39272.04|1996-02-29|1-URGENT|Clerk#000000050|0|lly regular requests. blithely express excuses integra
13447|73|F|66468.52|1993-01-09|2-HIGH|Clerk#000000925|0|ts. blithely ironic ideas accord
13472|244|O|50346.39|1995-10-27|1-URGENT|Clerk#000000454|0|uests. regular asymptotes haggle quickly aro
13473|197|O|140518.74|1996-03-22|5-LOW|Clerk#000000655|0|usual pinto beans haggle blithely at the carefully regular p
13474|322|O|84424.01|1997-06-09|3-MEDIUM|Clerk#000000912|0|out the bold instructions. requests a
13475|421|F|244120.87|1994-06-06|1-URGENT|Clerk#000000426|0|ake among the quickly express depo
13476|439|F|242766.51|1993-10-17|4-NOT SPECIFIED|Clerk#000000203|0|r, permanent accounts. ironic, ironic packages dazzle at the 
13477|383|O|116511.20|1997-11-23|3-MEDIUM|Clerk#000000242|0|express instructions. regular ideas 
13478|97|O|154324.69|1998-01-04|2-HIGH|Clerk#000000849|0|ajole ironic, stealthy theodolites. d
13479|367|F|159545.72|1994-12-05|2-HIGH|Clerk#000000469|0|s the furiously regular accounts. blithely 
13504|449|O|110663.73|1997-06-18|2-HIGH|Clerk#000000486|0|ngly after the pending accounts. final instr
13505|86|O|164183.02|1997-06-03|3-MEDIUM|Clerk#000000880|0|sly against the furiously regular packages. care
13506|331|O|105493.90|1995-07-22|5-LOW|Clerk#000000974|0|. slyly ironic requests among the
13507|277|F|131389.06|1992-12-30|3-MEDIUM|Clerk#000000127|0|. bold deposits affix furiously. furiously ironi
13508|241|O|2613.21|1997-04-17|4-NOT SPECIFIED|Clerk#000000951|0|accounts. blithely eve
13509|284|O|44637.22|1996-10-07|2-HIGH|Clerk#000000562|0|p. dolphins are. regular reques
13510|214|O|80303.59|1997-10-15|3-MEDIUM|Clerk#000000723|0|tions. slyly ironic in
13511|140|O|113586.92|1998-01-03|4-NOT SPECIFIED|Clerk#000000611|0|ly regular foxes are slyly furiously bold deposits. furiously fin
13536|95|F|154992.49|1994-08-19|3-MEDIUM|Clerk#000000262|0|posits. blithely final i
13537|130|F|19999.79|1993-05-31|5-LOW|Clerk#000000623|0|telets haggle carefully. quickly regular frays are! slyly regular pla
13538|235|O|52536.77|1997-02-01|2-HIGH|Clerk#000000598|0|lly alongside of the pending, unusual reque
13539|370|O|180634.79|1997-02-13|3-MEDIUM|Clerk#000000022|0|ding dolphins use. final pinto beans 
13540|139|F|214449.77|1993-05-24|2-HIGH|Clerk#000000994|0|. blithely even asymptotes poach blithely alongside of the doggedly un
13541|191|O|40040.07|1996-07-29|4-NOT SPECIFIED|Clerk#000000094|0| the furiously quick accounts. final packages nag
13542|305|F|260148.72|1994-03-09|5-LOW|Clerk#000000170|0|ts are until the furiously 
13543|238|F|20168.35|1992-08-09|3-MEDIUM|Clerk#000000636|0|l dependencies nag against the packages. expr
13568|10|F|67441.78|1993-05-07|5-LOW|Clerk#000000024|0|sts. carefully bold dolphins cajole across the even requ
13569|253|P|161975.94|1995-04-11|1-URGENT|Clerk#000000973|0|s? regular platelets cajole above the furiousl
13570|440|F|192893.51|1992-12-03|4-NOT SPECIFIED|Clerk#000000602|0|e of the theodolites. slyly pending deposits between the regula
13571|370|O|128344.93|1998-06-04|5-LOW|Clerk#000000452|0|ites? carefully regular
13572|449|F|99665.19|1992-05-18|1-URGENT|Clerk#000000144|0|inal requests are regularly against th
13573|269|O|60766.13|1997-04-23|5-LOW|Clerk#000000144|0| slyly final packages. carefully e
13574|46|O|46996.26|1997-11-14|1-URGENT|Clerk#000000472|0|y above the fluffily final instructions. express
13575|106|F|84924.14|1992-08-30|1-URGENT|Clerk#000000008|0|! express, express instruct
13600|340|F|93984.96|1993-07-11|4-NOT SPECIFIED|Clerk#000000910|0|lites boost furiously after the quickly ironic packages. carefully fina
13601|4|F|217006.30|1992-08-17|5-LOW|Clerk#000000608|0| ironic, special foxes-
13602|406|F|249580.27|1994-01-14|5-LOW|Clerk#000000312|0|nusual packages cajole stealthily regular accounts. regular, 
13603|149|O|165665.64|1997-06-09|4-NOT SPECIFIED|Clerk#000000777|0|nic deposits? blithely ironic packages do nag
13604|343|F|218284.98|1994-02-03|4-NOT SPECIFIED|Clerk#000000798|0|p stealthily. requests thrash carefully. accounts wake furiously afte
13605|418|O|172311.06|1996-06-14|3-MEDIUM|Clerk#000000099|0| regular depths use furiou
13606|49|F|196600.82|1994-04-27|4-NOT SPECIFIED|Clerk#000000310|0|eas. unusual courts haggle slyly ruthless realms. even, unusua
13607|109|F|180009.95|1993-11-19|1-URGENT|Clerk#000000366|0|es mold. blithely express packages integrate after the bold pinto beans. b
13632|326|F|234525.35|1994-03-11|3-MEDIUM|Clerk#000000635|0|quickly special ideas use bravely bold, bold packag
13633|412|F|143479.71|1992-04-04|4-NOT SPECIFIED|Clerk#000000419|0|ifts cajole quickly 
13634|262|P|38174.66|1995-04-19|2-HIGH|Clerk#000000538|0|ain carefully according to t
13635|82|F|79122.19|1994-05-02|1-URGENT|Clerk#000000172|0|uctions thrash quickly. furiously regular requests about the n
13636|32|F|171363.05|1994-01-23|5-LOW|Clerk#000000855|0|gular ideas wake among th
13637|58|O|67278.31|1995-12-11|1-URGENT|Clerk#000000074|0| quickly ironic requests. care
13638|409|O|269977.27|1995-10-01|2-HIGH|Clerk#000000261|0| ironic requests haggle quickly ironic packages. final 
13639|304|O|117802.30|1997-06-13|2-HIGH|Clerk#000000848|0|s cajole slyly doggedly ironic asymptotes. ca
13664|244|O|245458.48|1995-12-16|3-MEDIUM|Clerk#000000542|0|ely bold theodolites nag. pinto beans above the p
13665|313|O|143645.32|1996-04-08|1-URGENT|Clerk#000000591|0|as wake even, pending requests
13666|134|F|54916.46|1992-03-03|4-NOT SPECIFIED|Clerk#000000031|0| the packages. ironi
13667|365|O|196071.31|1996-12-04|2-HIGH|Clerk#000000893|0| ruthless ideas poach ironically-- unusual
13668|265|F|176249.28|1992-02-25|1-URGENT|Clerk#000000198|0|press ideas. blithely unusual instructions are blithely. carefully final pac
13669|137|O|156323.65|1996-08-15|3-MEDIUM|Clerk#000000955|0| instructions could have to cajol
13670|68|F|140788.04|1992-05-24|1-URGENT|Clerk#000000988|0|s haggle at the even platelets. even
13671|388|O|168879.39|1996-07-14|1-URGENT|Clerk#000000321|0| blithely regular requests. furiously special idea
13696|217|O|119625.99|1997-08-28|5-LOW|Clerk#000000882|0|ag fluffily carefully even theodolite
13697|439|O|77911.55|1998-04-06|4-NOT SPECIFIED|Clerk#000000473|0|st the blithely unusual foxes cajole fluf
13698|445|F|132628.20|1994-08-05|4-NOT SPECIFIED|Clerk#000000640|0|iously bold deposits are carefully blithely unusual 
13699|173|O|21505.99|1997-04-08|4-NOT SPECIFIED|Clerk#000000746|0|. ironically ironic foxes among the f
13700|319|F|18270.73|1992-02-14|1-URGENT|Clerk#000000801|0|heodolites cajole blithely. blithely unusual de
13701|382|O|172307.30|1998-05-18|2-HIGH|Clerk#000000270|0|final accounts wake furiously among the regular foxes. slyly bold t
13702|340|O|42115.34|1995-09-11|5-LOW|Clerk#000000834|0|round the fluffily silen
13703|71|O|196649.00|1996-12-29|5-LOW|Clerk#000000778|0| quickly furiously regular accou
13728|1|O|96287.38|1995-12-11|2-HIGH|Clerk#000000094|0|theodolites. ironic deposits boost among the slyly regular instru
13729|25|F|75270.97|1994-01-02|4-NOT SPECIFIED|Clerk#000000866|0|y regular platelets
13730|286|F|47645.78|1995-05-10|2-HIGH|Clerk#000000826|0|- quickly even pinto beans boost fluffily ironic, even requests. ironic, u
13731|443|F|147003.07|1993-05-10|4-NOT SPECIFIED|Clerk#000000549|0|beans detect boldly. sheaves after the eve
13732|182|F|130019.17|1992-11-28|1-URGENT|Clerk#000000599|0|uriously regular courts 
13733|31|O|281538.40|1998-01-03|5-LOW|Clerk#000000431|0|e quickly express foxes. blithely ironic instructio
13734|37|O|129939.33|1996-08-14|2-HIGH|Clerk#000000344|0|n deposits should have to thrash fluffily quickly regu
13735|17|F|107514.52|1994-05-22|3-MEDIUM|Clerk#000000589|0|ccounts are slyly blithely final accounts. furiously final accounts w
13760|290|O|115323.16|1996-06-03|5-LOW|Clerk#000000053|0|s wake. blithely bold dependencies
13761|52|F|168714.91|1994-10-18|5-LOW|Clerk#000000226|0|ainst the quickly regular accounts. quickly en
13762|401|F|164809.82|1993-06-22|3-MEDIUM|Clerk#000000053|0|re blithely ideas. blithely regular ideas haggle above the foxe
13763|343|O|143288.48|1997-06-27|3-MEDIUM|Clerk#000000027|0|as affix carefully express ideas. carefully ironic asymptotes unwin
13764|181|O|93765.84|1995-07-14|3-MEDIUM|Clerk#000000236|0|ronic deposits? furiously re
13765|214|F|130661.95|1994-04-06|4-NOT SPECIFIED|Clerk#000000969|0|ronic theodolites will have to haggle except the slyl
13766|416|F|29298.06|1992-10-19|1-URGENT|Clerk#000000274|0|boost unusual accounts. regular reques
13767|277|F|181825.53|1993-08-27|2-HIGH|Clerk#000000679|0|. thinly express dolphins sleep; slyly final instr
13792|410|O|39132.56|1996-02-04|4-NOT SPECIFIED|Clerk#000000980|0|y slyly final foxes. slyly even ideas affix furiously dependencies. caref
13793|271|O|22170.54|1995-09-18|2-HIGH|Clerk#000000222|0|e blithely above the slyly pending ideas. furiously furious pl
13794|176|F|214968.66|1994-01-05|1-URGENT|Clerk#000000119|0|ages cajole furiously alongside of the slyly express ideas-
13795|422|P|184306.30|1995-04-11|4-NOT SPECIFIED|Clerk#000000673|0|ld dolphins cajole quickly unusual instructions. 
13796|301|O|226493.52|1997-06-22|4-NOT SPECIFIED|Clerk#000000344|0|special deposits wake
13797|82|O|180187.57|1996-08-26|1-URGENT|Clerk#000000379|0|usly silent theodolites wake slyly across
13798|391|O|114761.95|1996-02-12|1-URGENT|Clerk#000000778|0|fluffily special, bol
13799|298|F|136864.89|1993-12-02|1-URGENT|Clerk#000000945|0|g according to the regularly even requests. carefully bold accoun
13824|329|F|104714.93|1994-12-28|5-LOW|Clerk#000000604|0|equests. slow, sly ideas cajole fu
13825|17|F|155979.90|1994-03-22|2-HIGH|Clerk#000000038|0|ests. slyly express pin
13826|70|O|143848.55|1997-02-22|3-MEDIUM|Clerk#000000053|0|ost packages. slyly pending requests are c
13827|145|F|48687.56|1993-06-21|5-LOW|Clerk#000000455|0|busily close requests. ironic, even pinto beans use furiously requests. c
13828|296|F|63612.02|1994-07-13|1-URGENT|Clerk#000000682|0| unusual instructions sleep quickly. packages 
13829|323|O|142434.86|1996-09-22|3-MEDIUM|Clerk#000000010|0|raids alongside of the quick
13830|181|F|160704.50|1994-12-22|2-HIGH|Clerk#000000693|0|impress. even, special requests alongside of the instructions cajole fu
13831|223|O|200905.02|1996-04-17|1-URGENT|Clerk#000000204|0|efully unusual theodolites s
13856|347|O|132829.80|1997-11-28|4-NOT SPECIFIED|Clerk#000000601|0| special theodolites cajole fluffi
13857|83|O|6707.54|1995-08-15|1-URGENT|Clerk#000000012|0|uses boost furiously even
13858|332|F|28499.60|1994-07-13|2-HIGH|Clerk#000000003|0| fluffily even, regular accounts. furiously permanent dependencies are. slyl
13859|67|O|178925.97|1997-01-09|4-NOT SPECIFIED|Clerk#000000630|0|; enticingly ironic deposits detect along the blithely bold 
13860|136|F|56774.68|1994-09-25|3-MEDIUM|Clerk#000000878|0|ccounts nod carefully. express requests whithout the slyly regular in
13861|376|F|179988.87|1993-08-12|2-HIGH|Clerk#000000153|0|ng requests. quickly ironic packages around th
13862|373|O|206785.73|1997-09-03|3-MEDIUM|Clerk#000000838|0|odolites integrate carefully unusual requests. sly ideas are
13863|421|F|109637.50|1992-05-31|2-HIGH|Clerk#000000471|0|y special deposits boost ca
13888|220|F|8757.66|1993-05-04|3-MEDIUM|Clerk#000000635|0|ly regular pinto beans boost about the sheav
13889|256|O|62881.56|1995-09-05|3-MEDIUM|Clerk#000000379|0|ng the silent foxes. even, quiet patterns about th
13890|10|O|47607.11|1996-05-25|5-LOW|Clerk#000000263|0|eposits along the fluffily final accounts wake final, pending foxe
13891|152|O|60291.62|1996-07-05|4-NOT SPECIFIED|Clerk#000000147|0|es are slyly. special packages use slyly against the theodolites. pa
13892|304|F|149446.64|1992-04-28|2-HIGH|Clerk#000000365|0|ithely ironic packages sleep after the ruthless instructions. quickly dogged t
13893|88|O|108959.21|1998-04-12|2-HIGH|Clerk#000000931|0| blithely regular, unusual dep
13894|374|F|121661.73|1992-04-11|3-MEDIUM|Clerk#000000524|0|y pending hockey players cajole fluffily special sentiments. closely ironic 
13895|202|F|199811.70|1993-11-21|2-HIGH|Clerk#000000381|0|across the fluffily even accounts. carefully silent ideas wake. blithe
13920|11|F|107289.79|1994-10-10|1-URGENT|Clerk#000000060|0| unusual deposits sleep blithely
13921|16|O|103910.88|1997-08-19|4-NOT SPECIFIED|Clerk#000000358|0|elets doubt against the slyly final
13922|73|O|267961.07|1995-08-03|2-HIGH|Clerk#000000301|0|requests use ironic de
13923|301|F|120941.11|1992-07-09|2-HIGH|Clerk#000000189|0|s. regular packages
13924|100|F|2318.40|1994-12-20|2-HIGH|Clerk#000000251|0|haggle quickly ironic platelets. even tithes wake blit
13925|22|O|132120.74|1997-01-06|1-URGENT|Clerk#000000303|0|uriously ironic accounts around the never regular packages
13926|16|O|42920.78|1997-07-13|4-NOT SPECIFIED|Clerk#000000881|0|ages haggle furiously bold, final accounts. special foxes 
13927|169|F|105749.08|1994-08-27|5-LOW|Clerk#000000534|0|lar, silent packages wake quickly 
13952|172|O|92317.60|1997-04-25|4-NOT SPECIFIED|Clerk#000000896|0|ly ironic pinto beans. furiously even accounts haggle carefully accordi
13953|118|O|201811.37|1995-06-01|1-URGENT|Clerk#000000337|0|riously deposits. blithely
13954|232|O|101049.19|1996-05-02|5-LOW|Clerk#000000809|0|t furiously above the final requ
13955|424|O|113064.66|1998-05-12|2-HIGH|Clerk#000000359|0|ar foxes. packages nag blithely fina
13956|215|P|99045.86|1995-03-13|1-URGENT|Clerk#000000062|0|e final deposits are according to the regula
13957|143|O|141669.79|1995-07-22|4-NOT SPECIFIED|Clerk#000000019|0|mpress carefully slyly even requests. blithely pending t
