L_ORDERKEY | L_PARTKEY | L_SUPPKEY | L_LINENUMBER | L_QUANTITY | L_EXTENDEDPRICE | L_DISCOUNT | L_TAX | L_RETURNFLAG | L_LINESTATUS | L_SHIPDATE | L_COMMITDATE | L_RECEIPTDATE | L_SHIPINSTRUCT | L_SHIPMODE | L_COMMENT
6757|529|2|5|37|52892.24|0.01|0.04|A|F|1992-03-29|1992-03-06|1992-04-25|DELIVER IN PERSON|FOB|ounts! furiously pending ac
6757|132|13|6|15|15481.95|0.10|0.05|R|F|1992-03-23|1992-05-02|1992-03-26|TAKE BACK RETURN|REG AIR|xcuses-- unusual acco
6757|384|14|7|18|23118.84|0.00|0.00|A|F|1992-02-13|1992-04-04|1992-03-12|NONE|RAIL|ously regular accounts
6758|300|17|1|8|9602.40|0.00|0.03|A|F|1994-08-31|1994-07-27|1994-09-27|DELIVER IN PERSON|RAIL|posits. bli
6759|218|9|1|45|50319.45|0.03|0.07|N|O|1996-07-01|1996-09-22|1996-07-15|DELIVER IN PERSON|AIR|al pinto beans cajole slyly carefully pen
6759|27|12|2|43|39861.86|0.05|0.06|N|O|1996-10-25|1996-08-25|1996-11-16|DELIVER IN PERSON|AIR|g accounts dazzle after the carefully idle
6759|393|4|3|3|3880.17|0.07|0.04|N|O|1996-10-28|1996-08-08|1996-11-16|COLLECT COD|TRUCK|fluffily pending foxes. slyly final req
6784|40|11|1|7|6580.28|0.01|0.07|N|O|1997-07-12|1997-08-11|1997-08-11|DELIVER IN PERSON|SHIP|ts. pending, unusual requests sleep about
6785|411|22|1|9|11802.69|0.05|0.07|A|F|1992-05-18|1992-07-19|1992-05-22|DELIVER IN PERSON|AIR|y bold account
6785|450|22|2|25|33761.25|0.00|0.02|A|F|1992-08-27|1992-08-01|1992-09-05|DELIVER IN PERSON|MAIL| packages cajole
6785|308|13|3|44|53165.20|0.05|0.01|R|F|1992-05-27|1992-08-01|1992-06-21|COLLECT COD|RAIL|quickly slyly express package
6786|377|26|1|39|49817.43|0.10|0.01|N|O|1997-10-18|1997-10-26|1997-11-17|TAKE BACK RETURN|SHIP|ronic requests use caref
6786|304|22|2|28|33720.40|0.05|0.07|N|O|1997-09-30|1997-10-12|1997-10-23|DELIVER IN PERSON|REG AIR|ously after the slyly regular sautern
6786|230|21|3|21|23734.83|0.10|0.08|N|O|1997-10-26|1997-11-06|1997-10-31|COLLECT COD|REG AIR|xes snooze at the silent depths
6786|107|8|4|22|22156.20|0.10|0.07|N|O|1997-10-26|1997-10-21|1997-10-30|COLLECT COD|FOB|ly unusual accou
6786|203|24|5|20|22064.00|0.06|0.01|N|O|1997-11-23|1997-11-01|1997-12-16|NONE|RAIL|sual packages los
6786|494|1|6|35|48807.15|0.03|0.02|N|O|1997-08-20|1997-10-02|1997-09-19|TAKE BACK RETURN|FOB|ins. furiously express pinto bea
6786|471|22|7|21|28800.87|0.03|0.06|N|O|1997-08-22|1997-10-13|1997-08-23|DELIVER IN PERSON|RAIL|r theodolites; even deposits ca
6787|526|5|1|40|57060.80|0.00|0.06|N|O|1995-08-02|1995-07-21|1995-08-18|DELIVER IN PERSON|SHIP| alongside of the foxes. ideas slee
6788|285|16|1|23|27261.44|0.05|0.04|N|O|1995-08-26|1995-10-08|1995-08-28|NONE|SHIP|pecial package
6788|156|1|2|4|4224.60|0.06|0.01|N|O|1995-08-06|1995-09-17|1995-08-29|COLLECT COD|TRUCK|nding deposits; quickly regular fo
6788|477|28|3|8|11019.76|0.01|0.08|N|O|1995-11-18|1995-09-12|1995-11-23|COLLECT COD|MAIL|aggle blithely pending gifts. blithely 
6788|143|16|4|28|29207.92|0.00|0.01|N|O|1995-11-12|1995-09-21|1995-12-04|NONE|MAIL|e to sleep furiously fluffily even 
6788|307|25|5|39|47084.70|0.04|0.03|N|O|1995-11-19|1995-10-16|1995-12-01|TAKE BACK RETURN|FOB|ep excuses; final, unusual th
6789|103|4|1|2|2006.20|0.08|0.06|N|O|1998-06-11|1998-06-27|1998-07-01|COLLECT COD|AIR|inal, quiet accounts. 
6789|593|24|2|19|28378.21|0.03|0.03|N|O|1998-07-11|1998-05-28|1998-08-09|TAKE BACK RETURN|REG AIR|ses are quickly
6789|451|2|3|5|6757.25|0.10|0.07|N|O|1998-05-02|1998-06-08|1998-05-03|COLLECT COD|RAIL|ully accord
6789|404|25|4|26|33914.40|0.05|0.05|N|O|1998-05-20|1998-07-03|1998-05-27|NONE|RAIL|bold accounts. quickly spec
6789|434|18|5|50|66721.50|0.10|0.04|N|O|1998-07-20|1998-06-23|1998-08-18|DELIVER IN PERSON|REG AIR| sleep. silent packages are-- 
6789|340|17|6|8|9922.72|0.01|0.05|N|O|1998-06-05|1998-07-04|1998-06-23|TAKE BACK RETURN|TRUCK|ternes use above the even a
6789|364|5|7|11|13907.96|0.06|0.04|N|O|1998-08-08|1998-06-20|1998-09-05|COLLECT COD|REG AIR| pending accounts. ironic foxe
6790|355|26|1|28|35149.80|0.01|0.00|R|F|1995-06-01|1995-07-06|1995-06-12|NONE|FOB|r the quickly regular in
6791|130|3|1|3|3090.39|0.07|0.06|A|F|1995-04-03|1995-04-22|1995-04-18|COLLECT COD|TRUCK|ven requests are slyly. blithe
6791|318|6|2|19|23147.89|0.08|0.00|A|F|1995-03-02|1995-03-30|1995-03-26|NONE|FOB|r, regular packages. even depos
6791|436|17|3|37|49447.91|0.02|0.02|A|F|1995-03-18|1995-03-04|1995-03-22|TAKE BACK RETURN|TRUCK|p slyly qui
6791|510|10|4|31|43725.81|0.04|0.08|R|F|1995-02-16|1995-04-01|1995-03-08|DELIVER IN PERSON|REG AIR|ial accounts
6816|66|7|1|20|19321.20|0.01|0.02|N|O|1998-05-21|1998-03-19|1998-06-13|DELIVER IN PERSON|AIR|y regular pinto beans
6816|133|25|2|16|16530.08|0.08|0.01|N|O|1998-03-20|1998-04-30|1998-03-27|NONE|REG AIR|osits promise. idly ironic de
6817|521|24|1|50|71076.00|0.08|0.01|N|O|1997-03-05|1997-01-25|1997-03-22|TAKE BACK RETURN|MAIL|g the regular theodol
6817|575|6|2|42|61973.94|0.09|0.04|N|O|1997-01-06|1997-02-27|1997-02-05|TAKE BACK RETURN|REG AIR|g, regular dependencies. s
6817|486|23|3|48|66551.04|0.06|0.05|N|O|1996-12-24|1997-01-31|1997-01-14|DELIVER IN PERSON|FOB|en foxes. slyly sil
6817|338|3|4|36|44579.88|0.03|0.05|N|O|1996-12-18|1997-02-07|1997-01-04|DELIVER IN PERSON|RAIL|es haggle furiously along the bol
6817|67|8|5|33|31912.98|0.06|0.00|N|O|1997-03-25|1997-01-16|1997-04-23|COLLECT COD|RAIL|into beans across the 
6818|432|16|1|39|51964.77|0.06|0.01|N|O|1996-04-25|1996-04-09|1996-05-02|NONE|RAIL|ic asymptotes h
6818|27|28|2|32|29664.64|0.08|0.04|N|O|1996-03-03|1996-04-12|1996-03-25|DELIVER IN PERSON|FOB|excuses. requests kindle sl
6818|485|29|3|33|45720.84|0.07|0.06|N|O|1996-04-14|1996-04-15|1996-04-27|DELIVER IN PERSON|SHIP|use carefully pending i
6818|229|18|4|4|4516.88|0.00|0.05|N|O|1996-05-15|1996-05-13|1996-05-26|DELIVER IN PERSON|MAIL|yly carefully even foxes.
6818|565|16|5|10|14655.60|0.05|0.03|N|O|1996-05-29|1996-04-13|1996-06-12|TAKE BACK RETURN|TRUCK| express packages
6818|126|18|6|7|7182.84|0.00|0.05|N|O|1996-03-10|1996-05-07|1996-04-03|TAKE BACK RETURN|REG AIR|wake furiously regular
6819|130|22|1|18|18542.34|0.03|0.07|N|O|1998-05-19|1998-04-08|1998-06-10|DELIVER IN PERSON|REG AIR|accounts. ironic deposits hagg
6819|361|2|2|4|5045.44|0.03|0.04|N|O|1998-03-17|1998-05-26|1998-03-18|NONE|TRUCK|gular requests. even foxes sleep
6819|211|30|3|49|54449.29|0.05|0.05|N|O|1998-03-24|1998-05-06|1998-03-30|DELIVER IN PERSON|REG AIR|p after the r
6819|54|3|4|20|19081.00|0.07|0.08|N|O|1998-04-30|1998-05-24|1998-05-12|COLLECT COD|AIR|nal, express dolphins kindle carefully 
6819|416|27|5|46|60554.86|0.06|0.00|N|O|1998-06-29|1998-05-08|1998-07-23|NONE|SHIP|heodolites are furious
6819|200|21|6|29|31905.80|0.07|0.07|N|O|1998-03-08|1998-04-15|1998-03-10|NONE|REG AIR|st the silent instructions. pinto 
6819|278|27|7|3|3534.81|0.03|0.02|N|O|1998-05-26|1998-05-17|1998-05-28|TAKE BACK RETURN|RAIL| sleep. final, regular excu
6820|261|22|1|32|37160.32|0.05|0.03|N|O|1995-09-05|1995-08-05|1995-09-07|TAKE BACK RETURN|MAIL| accounts are blithely
6820|473|24|2|43|59059.21|0.08|0.00|N|O|1995-10-10|1995-08-07|1995-10-12|COLLECT COD|AIR|hely. regular, bold pinto beans x-ray 
6821|483|13|1|40|55339.20|0.02|0.02|N|O|1997-12-19|1997-11-14|1997-12-31|COLLECT COD|MAIL| dependencies. quickly 
6821|304|22|2|31|37333.30|0.07|0.03|N|O|1998-01-30|1997-11-18|1998-02-08|TAKE BACK RETURN|RAIL|efully carefully pending theod
6822|34|5|1|11|10274.33|0.02|0.07|N|O|1997-07-29|1997-08-30|1997-08-09|NONE|SHIP|leep furiously blithely unusual p
6822|425|18|2|48|63620.16|0.08|0.05|N|O|1997-07-05|1997-08-08|1997-07-23|TAKE BACK RETURN|MAIL|he regular instructions. requests affix aga
6822|410|1|3|10|13104.10|0.10|0.06|N|O|1997-09-05|1997-08-09|1997-10-01|COLLECT COD|REG AIR|ar requests play with the carefully bu
6822|365|6|4|23|29103.28|0.07|0.04|N|O|1997-07-09|1997-08-18|1997-07-31|TAKE BACK RETURN|SHIP|unts. accounts boost
6822|515|18|5|15|21232.65|0.06|0.08|N|O|1997-06-30|1997-08-01|1997-07-27|TAKE BACK RETURN|SHIP|s. slyly special foxe
6822|558|19|6|22|32088.10|0.03|0.05|N|O|1997-07-24|1997-08-21|1997-08-06|TAKE BACK RETURN|MAIL|ic instructions a
6822|119|30|7|4|4076.44|0.04|0.04|N|O|1997-09-20|1997-09-09|1997-10-18|DELIVER IN PERSON|AIR| slyly. theodolites wake
6823|402|23|1|8|10419.20|0.07|0.03|A|F|1994-08-06|1994-09-27|1994-08-07|COLLECT COD|REG AIR|r theodolites use slyly. b
6823|541|22|2|36|51895.44|0.06|0.04|R|F|1994-09-25|1994-09-28|1994-10-21|DELIVER IN PERSON|SHIP|ch regular dolphins. special, flu
6823|191|21|3|19|20732.61|0.10|0.02|A|F|1994-10-13|1994-09-12|1994-10-15|NONE|TRUCK|l epitaphs. regular ide
6823|15|23|4|20|18300.20|0.06|0.04|R|F|1994-09-18|1994-08-27|1994-09-21|DELIVER IN PERSON|REG AIR|equests wake carefully excuses. furious
6823|45|24|5|48|45361.92|0.03|0.01|A|F|1994-08-17|1994-09-14|1994-09-05|NONE|MAIL|he ironic, pending packages sleep carefu
6823|82|11|6|39|38301.12|0.04|0.07|R|F|1994-09-13|1994-09-13|1994-09-16|DELIVER IN PERSON|REG AIR|ts sleep slyly about th
6848|146|30|1|42|43937.88|0.04|0.02|A|F|1993-12-13|1993-11-07|1994-01-12|TAKE BACK RETURN|AIR|after the furious
6848|354|19|2|42|52682.70|0.07|0.04|A|F|1993-11-06|1993-12-13|1993-12-02|TAKE BACK RETURN|SHIP| theodolites maintain furious
6848|324|16|3|36|44075.52|0.03|0.03|R|F|1993-11-17|1993-11-11|1993-12-11|TAKE BACK RETURN|AIR|ermanently si
6848|108|9|4|38|38307.80|0.01|0.01|A|F|1993-09-26|1993-11-28|1993-10-06|TAKE BACK RETURN|FOB|ackages caj
6849|41|28|1|24|22584.96|0.06|0.08|N|O|1998-04-11|1998-03-18|1998-05-03|DELIVER IN PERSON|REG AIR|ss theodolites. slyly even pinto beans acro
6849|362|30|2|31|39133.16|0.07|0.05|N|O|1998-03-08|1998-03-16|1998-03-25|NONE|TRUCK|ouches haggle. pending braids are. 
6849|139|23|3|12|12469.56|0.00|0.03|N|O|1998-04-16|1998-02-27|1998-04-17|NONE|REG AIR| carefully regula
6849|510|1|4|43|60651.93|0.05|0.02|N|O|1998-03-02|1998-03-23|1998-03-09|DELIVER IN PERSON|SHIP| nag slyly furi
6850|345|22|1|3|3736.02|0.06|0.03|A|F|1993-04-26|1993-04-06|1993-04-27|COLLECT COD|FOB| about the ironic requests. acc
6850|132|5|2|41|42317.33|0.05|0.05|R|F|1993-05-13|1993-04-25|1993-05-16|NONE|MAIL|n among the theodolites. furiously
6850|530|3|3|21|30041.13|0.10|0.00|A|F|1993-02-22|1993-05-05|1993-02-23|DELIVER IN PERSON|AIR|fluffily across the qu
6850|511|14|4|37|52225.87|0.09|0.08|R|F|1993-03-13|1993-04-23|1993-03-14|DELIVER IN PERSON|RAIL| regular courts. ruthle
6851|363|23|1|6|7580.16|0.06|0.03|N|O|1997-07-22|1997-09-16|1997-07-28|COLLECT COD|FOB|. packages alongside of the carefully pen
6851|160|5|2|48|50887.68|0.04|0.07|N|O|1997-10-24|1997-08-10|1997-11-04|NONE|FOB|yly regular 
6851|340|11|3|11|13643.74|0.00|0.01|N|O|1997-09-26|1997-09-13|1997-10-25|TAKE BACK RETURN|FOB|haggle silently ironic, bold i
6852|162|7|1|21|22305.36|0.10|0.08|N|O|1997-08-10|1997-08-25|1997-08-22|TAKE BACK RETURN|SHIP|n pinto beans. pending, regular d
6853|463|6|1|11|14998.06|0.10|0.07|N|O|1997-02-20|1997-04-26|1997-03-12|NONE|TRUCK| blithely fi
6853|4|5|2|33|29832.00|0.03|0.07|N|O|1997-04-07|1997-04-04|1997-04-26|DELIVER IN PERSON|FOB|requests slee
6854|382|23|1|14|17953.32|0.01|0.03|R|F|1994-02-14|1994-03-05|1994-03-15|TAKE BACK RETURN|TRUCK|g the regular requests. pe
6854|317|9|2|16|19476.96|0.03|0.06|A|F|1994-02-26|1994-02-13|1994-02-27|TAKE BACK RETURN|SHIP|nent foxes. 
6854|472|29|3|31|42546.57|0.03|0.06|A|F|1994-01-23|1994-03-02|1994-02-09|NONE|SHIP|ckages. eve
6854|276|9|4|48|56460.96|0.02|0.02|A|F|1994-01-30|1994-02-22|1994-02-22|NONE|REG AIR|y against t
6854|75|16|5|28|27301.96|0.01|0.07|A|F|1994-03-24|1994-02-23|1994-04-11|NONE|RAIL|egular foxes haggle. fluffily ironic ac
6854|475|18|6|16|22007.52|0.03|0.06|R|F|1994-04-19|1994-03-17|1994-05-15|NONE|SHIP|ly pending packages haggle bl
6854|310|11|7|49|59305.19|0.07|0.04|R|F|1994-02-09|1994-02-14|1994-02-25|NONE|REG AIR|r the slyly regular plat
6855|405|16|1|19|24802.60|0.10|0.04|N|O|1995-12-16|1995-10-01|1996-01-05|TAKE BACK RETURN|TRUCK|t the ironic depos
6855|548|24|2|37|53595.98|0.08|0.07|N|O|1995-09-02|1995-09-29|1995-09-10|NONE|REG AIR|ven Tiresias 
6880|31|26|1|36|33517.08|0.10|0.08|R|F|1994-09-04|1994-07-21|1994-09-18|DELIVER IN PERSON|REG AIR|blithely sp
6880|446|18|2|37|49818.28|0.02|0.04|R|F|1994-06-21|1994-08-15|1994-06-24|COLLECT COD|AIR| the even packages 
6880|455|20|3|45|60995.25|0.00|0.03|A|F|1994-06-06|1994-08-17|1994-06-10|DELIVER IN PERSON|SHIP|xpress pac
6881|265|11|1|7|8156.82|0.08|0.08|R|F|1994-05-24|1994-05-12|1994-06-16|COLLECT COD|MAIL|equests. ironic multiplier
6881|142|26|2|23|23969.22|0.10|0.00|A|F|1994-05-13|1994-05-15|1994-05-27|NONE|REG AIR|ccounts sleep 
6882|181|2|1|42|45409.56|0.01|0.00|N|O|1997-05-28|1997-05-10|1997-05-31|NONE|REG AIR|across the blithely express requests.
6882|364|2|2|48|60689.28|0.04|0.06|N|O|1997-07-16|1997-07-05|1997-07-17|DELIVER IN PERSON|MAIL|ould integrate pending, express theodo
6882|146|30|3|41|42891.74|0.08|0.07|N|O|1997-05-13|1997-05-24|1997-06-10|TAKE BACK RETURN|AIR|nal asymptotes alongside of the deposit
6882|176|9|4|43|46275.31|0.02|0.04|N|O|1997-07-05|1997-06-22|1997-07-15|NONE|REG AIR|its. carefully e
6882|128|20|5|47|48321.64|0.07|0.04|N|O|1997-06-24|1997-05-31|1997-06-30|NONE|AIR|ns. regular, daring pinto beans sleep caref
6882|567|23|6|39|57234.84|0.05|0.00|N|O|1997-04-29|1997-05-19|1997-05-05|TAKE BACK RETURN|RAIL|nstructions eat ruthlessly.
6882|130|22|7|43|44295.59|0.02|0.03|N|O|1997-08-03|1997-07-06|1997-08-13|COLLECT COD|AIR|lets affix 
6883|149|30|1|31|32523.34|0.09|0.07|N|O|1997-10-16|1997-08-18|1997-11-11|TAKE BACK RETURN|MAIL| boost busily. ironic i
6883|165|22|2|30|31954.80|0.10|0.02|N|O|1997-08-17|1997-10-01|1997-09-11|COLLECT COD|REG AIR|alongside of th
6883|577|8|3|30|44327.10|0.07|0.04|N|O|1997-09-05|1997-08-22|1997-10-01|DELIVER IN PERSON|MAIL|r the even package
6883|439|23|4|47|62953.21|0.06|0.08|N|O|1997-10-17|1997-09-09|1997-11-03|COLLECT COD|TRUCK|ing requests use alongs
6883|109|30|5|49|49445.90|0.10|0.03|N|O|1997-10-03|1997-08-22|1997-10-30|NONE|REG AIR|ermanently? even, final dolphins sleep car
6884|447|10|1|22|29643.68|0.05|0.04|R|F|1994-03-25|1994-03-11|1994-04-21|COLLECT COD|FOB| furiously! slyly final pac
6884|341|12|2|23|28550.82|0.01|0.06|R|F|1994-04-14|1994-03-27|1994-05-07|NONE|FOB| pending requests haggle. quickly 
6884|233|24|3|44|49862.12|0.03|0.07|R|F|1994-01-18|1994-04-02|1994-02-08|NONE|AIR|gly special dependencies u
6884|280|27|4|46|54292.88|0.02|0.04|R|F|1994-01-27|1994-04-08|1994-02-22|DELIVER IN PERSON|FOB|ithely among the daringly ir
6884|344|15|5|2|2488.68|0.09|0.00|R|F|1994-03-27|1994-02-24|1994-04-03|TAKE BACK RETURN|SHIP|he slyly even deposits s
6884|148|10|6|14|14673.96|0.03|0.00|A|F|1994-04-05|1994-03-24|1994-04-08|COLLECT COD|REG AIR|pending packages are qui
6885|551|12|1|26|37740.30|0.05|0.02|R|F|1992-08-03|1992-08-23|1992-08-09|NONE|FOB|latelets integrate foxes. 
6885|290|7|2|25|29757.25|0.00|0.00|R|F|1992-06-22|1992-09-17|1992-07-18|DELIVER IN PERSON|RAIL|ully regular, bold pinto beans. 
6885|338|9|3|18|22289.94|0.06|0.03|R|F|1992-08-31|1992-07-28|1992-09-12|TAKE BACK RETURN|FOB|kages. slyly express pinto bea
6885|5|27|4|26|23530.00|0.08|0.06|R|F|1992-09-19|1992-08-07|1992-09-21|COLLECT COD|MAIL|posits. packages are 
6885|241|2|5|16|18259.84|0.05|0.01|A|F|1992-06-27|1992-09-06|1992-07-27|TAKE BACK RETURN|TRUCK|lthily unu
6885|144|28|6|1|1044.14|0.06|0.06|R|F|1992-07-04|1992-08-28|1992-07-24|NONE|RAIL|accounts sleep about the 
6886|396|27|1|3|3889.17|0.06|0.03|A|F|1992-03-26|1992-03-27|1992-03-29|DELIVER IN PERSON|SHIP|ole daringly according to t
6886|41|28|2|27|25408.08|0.07|0.00|R|F|1992-03-12|1992-04-14|1992-04-06|DELIVER IN PERSON|SHIP|s, silent instructions w
6886|326|1|3|9|11036.88|0.06|0.03|R|F|1992-04-12|1992-03-17|1992-04-17|DELIVER IN PERSON|AIR|thely above th
6886|23|24|4|48|44304.96|0.06|0.02|R|F|1992-03-04|1992-04-03|1992-03-27|NONE|REG AIR|uriously against the regular packages
6886|344|3|5|22|27375.48|0.10|0.06|A|F|1992-03-02|1992-03-15|1992-03-22|NONE|REG AIR|s. blithely bold foxes dazzl
6886|14|15|6|49|44786.49|0.06|0.02|R|F|1992-02-20|1992-03-02|1992-03-09|DELIVER IN PERSON|AIR|nag regular, regular 
6887|56|27|1|12|11472.60|0.05|0.05|N|O|1995-12-13|1995-10-22|1995-12-15|DELIVER IN PERSON|SHIP|ial packages; r
6887|302|3|2|23|27652.90|0.02|0.01|N|O|1995-10-17|1995-10-01|1995-11-10|TAKE BACK RETURN|RAIL|furiously. f
6887|54|19|3|26|24805.30|0.04|0.04|N|O|1995-10-30|1995-10-19|1995-11-09|TAKE BACK RETURN|TRUCK|gle among the platelets. ironic, regular so
6887|117|8|4|10|10171.10|0.09|0.04|N|O|1995-12-05|1995-11-05|1995-12-10|TAKE BACK RETURN|AIR|uriously regular pinto beans sleep across 
6887|281|12|5|44|51976.32|0.02|0.05|N|O|1995-10-22|1995-10-23|1995-10-27|DELIVER IN PERSON|TRUCK|sly pending packages. i
6887|209|30|6|17|18856.40|0.00|0.08|N|O|1995-11-15|1995-11-12|1995-12-10|COLLECT COD|RAIL|cial request
6887|300|1|7|10|12003.00|0.04|0.06|N|O|1995-11-02|1995-11-08|1995-11-10|COLLECT COD|SHIP|accounts boost furiously about the b
6912|33|20|1|19|17727.57|0.00|0.06|N|O|1996-03-31|1996-01-12|1996-04-21|TAKE BACK RETURN|AIR|lly final packages cajole qui
6913|328|29|1|36|44219.52|0.00|0.08|A|F|1993-03-16|1993-01-31|1993-03-25|TAKE BACK RETURN|REG AIR|ges. blithely express requests ar
6913|280|13|2|38|44850.64|0.07|0.06|R|F|1993-01-29|1993-01-01|1993-02-14|DELIVER IN PERSON|RAIL|yly among the accounts. blithely
6914|300|3|1|42|50412.60|0.05|0.04|A|F|1994-04-06|1994-02-28|1994-04-13|TAKE BACK RETURN|TRUCK|jole slyly except the quickly regu
6915|169|14|1|24|25659.84|0.10|0.08|N|O|1996-05-22|1996-05-05|1996-06-08|TAKE BACK RETURN|AIR|olites cajole along 
6915|161|12|2|9|9550.44|0.08|0.05|N|O|1996-05-14|1996-04-06|1996-06-07|COLLECT COD|SHIP|sily above the 
6915|5|20|3|21|19005.00|0.09|0.00|N|O|1996-04-27|1996-04-25|1996-05-19|NONE|REG AIR|evenly slowly special ac
6916|21|6|1|6|5526.12|0.06|0.03|R|F|1993-08-28|1993-08-01|1993-09-11|TAKE BACK RETURN|FOB|quickly ironic platelets nag 
6916|220|23|2|35|39207.70|0.10|0.00|R|F|1993-08-01|1993-07-14|1993-08-04|COLLECT COD|FOB|bove the silently ironic pinto be
6916|90|19|3|49|48514.41|0.04|0.02|R|F|1993-09-05|1993-08-20|1993-09-21|DELIVER IN PERSON|SHIP|s. quickly bold theodolites 
6917|61|11|1|19|18260.14|0.02|0.03|N|O|1998-10-15|1998-10-10|1998-11-12|COLLECT COD|RAIL|uriously final foxes are slyly iron
6917|135|16|2|4|4140.52|0.03|0.04|N|O|1998-09-20|1998-09-28|1998-10-03|NONE|RAIL|ep furiously slyly regular packages. ins
6917|60|25|3|8|7680.48|0.08|0.00|N|O|1998-11-04|1998-10-13|1998-11-26|NONE|TRUCK|e carefully express b
6917|269|30|4|13|15200.38|0.00|0.08|N|O|1998-09-09|1998-09-05|1998-09-15|TAKE BACK RETURN|MAIL|s kindle furiously against the slyly bol
6917|247|8|5|18|20650.32|0.01|0.08|N|O|1998-09-01|1998-09-12|1998-09-18|COLLECT COD|RAIL|nic accounts.
6917|106|17|6|2|2012.20|0.08|0.01|N|O|1998-09-22|1998-10-04|1998-10-21|DELIVER IN PERSON|REG AIR|r foxes engage. b
6918|496|10|1|2|2792.98|0.08|0.06|N|O|1995-07-08|1995-08-10|1995-07-11|COLLECT COD|RAIL|t fluffily 
6918|418|9|2|48|63283.68|0.03|0.06|N|O|1995-09-19|1995-09-23|1995-10-12|TAKE BACK RETURN|SHIP|ly blithely final dep
6918|531|22|3|14|20041.42|0.09|0.08|N|O|1995-07-21|1995-08-20|1995-07-28|DELIVER IN PERSON|RAIL|ns. theodolites hang furiously about th
6918|367|8|4|35|44357.60|0.10|0.06|N|O|1995-10-03|1995-09-23|1995-10-22|DELIVER IN PERSON|FOB|y express dolphins. instructi
6918|353|30|5|28|35093.80|0.02|0.07|N|O|1995-07-09|1995-09-26|1995-07-26|TAKE BACK RETURN|AIR|ggle quickly blithely express platelets. f
6918|594|21|6|21|31386.39|0.02|0.01|N|O|1995-08-29|1995-09-27|1995-08-31|COLLECT COD|FOB|riously unusual
6918|344|15|7|15|18665.10|0.09|0.05|N|O|1995-10-11|1995-09-06|1995-10-20|COLLECT COD|RAIL|bold deposits above the fluffily
6919|158|3|1|6|6348.90|0.07|0.03|N|O|1998-08-03|1998-07-10|1998-08-21|TAKE BACK RETURN|MAIL|ncies. fluffily special packages are sl
6919|441|22|2|37|49633.28|0.01|0.03|N|O|1998-06-07|1998-07-27|1998-06-16|COLLECT COD|REG AIR|he instructions. f
6919|571|24|3|10|14715.70|0.01|0.01|N|O|1998-08-29|1998-07-14|1998-09-08|NONE|REG AIR|otes. blithely regular requests ha
6919|447|28|4|22|29643.68|0.09|0.04|N|O|1998-07-05|1998-06-04|1998-07-26|DELIVER IN PERSON|AIR|es cajole across the quickly
6919|14|29|5|23|21022.23|0.08|0.00|N|O|1998-06-07|1998-06-07|1998-06-08|NONE|MAIL|nts. pinto beans among the requests d
6919|464|15|6|38|51849.48|0.10|0.00|N|O|1998-08-30|1998-07-16|1998-09-29|NONE|MAIL|pecial pac
6944|477|20|1|6|8264.82|0.02|0.04|R|F|1992-04-22|1992-05-16|1992-05-16|DELIVER IN PERSON|RAIL| carefully even packages. quickly 
6945|385|4|1|7|8997.66|0.06|0.06|N|F|1995-06-08|1995-06-24|1995-06-22|TAKE BACK RETURN|REG AIR|ng, even pinto beans. furiously silent as
6946|493|7|1|50|69674.50|0.04|0.01|N|O|1997-10-15|1997-07-23|1997-10-30|DELIVER IN PERSON|TRUCK| final requests boost blithely s
6947|89|27|1|22|21759.76|0.02|0.08|N|O|1995-08-26|1995-09-02|1995-09-23|TAKE BACK RETURN|SHIP|he deposits. furiously spe
6947|92|3|2|24|23810.16|0.09|0.04|N|O|1995-09-27|1995-09-01|1995-10-17|NONE|SHIP|regular sentiments according to the
6947|13|21|3|25|22825.25|0.07|0.06|N|O|1995-07-28|1995-10-03|1995-08-23|NONE|FOB|ssly regular excuses haggle ac
6948|589|8|1|29|43197.82|0.00|0.00|R|F|1994-02-21|1994-01-16|1994-03-05|NONE|SHIP|ly silent idea
6948|408|9|2|39|51027.60|0.07|0.05|A|F|1994-01-14|1994-02-07|1994-01-20|COLLECT COD|SHIP|its boost final pac
6948|92|3|3|30|29762.70|0.00|0.08|R|F|1994-01-21|1994-02-04|1994-01-25|NONE|RAIL|ages? regular, special pinto beans c
6948|512|3|4|24|33900.24|0.07|0.02|R|F|1994-01-20|1994-01-21|1994-01-29|DELIVER IN PERSON|AIR|accounts. ironic the
6948|325|30|5|46|56364.72|0.10|0.01|R|F|1994-03-10|1994-03-09|1994-03-28|NONE|FOB|he theodolites wake never according t
6948|506|13|6|35|49227.50|0.09|0.03|A|F|1994-01-23|1994-02-17|1994-02-01|DELIVER IN PERSON|MAIL|uctions. fluffily pending pinto be
6949|120|11|1|50|51006.00|0.01|0.08|R|F|1992-06-12|1992-06-19|1992-07-02|COLLECT COD|AIR|odolites. fluffily regular asymptotes 
6949|314|19|2|22|26714.82|0.02|0.02|A|F|1992-07-14|1992-07-07|1992-08-12|TAKE BACK RETURN|RAIL|unts integrate around the blithe
6949|473|30|3|2|2746.94|0.01|0.06|R|F|1992-07-19|1992-07-11|1992-07-20|COLLECT COD|FOB|cies sleep quickly among t
6949|351|10|4|26|32535.10|0.01|0.06|R|F|1992-07-02|1992-06-07|1992-07-29|NONE|SHIP| even theodolites. requests so
