O_ORDERKEY | O_CUSTKEY | O_ORDERSTATUS | O_TOTALPRICE | O_ORDERDATE | O_ORDER-PRIORITY | O_CLERK | O_SHIP-PRIORITY | O_COMMENT
6980|1|F|137659.99|1993-02-19|4-NOT SPECIFIED|Clerk#000000518|0|ly regular dependencies. bold requests nag daringly silent p
6981|40|O|122834.79|1998-06-14|1-URGENT|Clerk#000000264|0|ts thrash. packages sleep 
6982|52|O|142581.86|1995-11-17|4-NOT SPECIFIED|Clerk#000000912|0|ing theodolites cajole blithely according to the bold asymptotes; regu
6983|325|O|46512.85|1998-02-19|4-NOT SPECIFIED|Clerk#000000713|0|accounts. blithely bold packages cajole blithely furiously pending a
7008|406|F|39362.28|1992-10-20|2-HIGH|Clerk#000000302|0|g packages use. express, final p
7009|341|O|104267.43|1995-11-29|2-HIGH|Clerk#000000361|0|omas over the regular requests haggle carefully above
7010|397|O|30157.72|1998-05-19|5-LOW|Clerk#000000826|0|lyly final pinto bea
7011|109|O|34531.96|1997-12-29|5-LOW|Clerk#000000967|0| bold foxes. ironic 
7012|419|O|2803.22|1998-04-17|1-URGENT|Clerk#000000170|0|odolites. closely silent dependencies
7013|422|O|123465.48|1997-04-10|5-LOW|Clerk#000000979|0|usly. quickly even deposits according to the bold theodolit
7014|22|O|151425.42|1996-06-20|3-MEDIUM|Clerk#000000102|0|s the fluffily even dependencies could impress car
7015|262|F|224915.01|1993-10-13|4-NOT SPECIFIED|Clerk#000000251|0|foxes nag accounts. furiously regular asymptotes about the
7040|170|O|73935.34|1996-06-15|2-HIGH|Clerk#000000349|0|. carefully final deposits wa
7041|49|O|69835.56|1997-09-10|4-NOT SPECIFIED|Clerk#000000464|0|aggle according to the accounts. slyly final deposits
7042|109|F|175690.51|1992-01-09|3-MEDIUM|Clerk#000000498|0|es. carefully ironic packages after the 
7043|110|F|14940.30|1994-01-26|1-URGENT|Clerk#000000665|0| special instructions integrate slyly quickly unusual instructions. slyly 
7044|394|F|73076.60|1994-08-13|5-LOW|Clerk#000000095|0| deposits. doggedly unusual requests
7045|73|O|181942.51|1997-08-14|3-MEDIUM|Clerk#000000083|0| hinder slyly. slyly ironic requests use slyly. final
7046|260|O|196483.89|1996-01-22|1-URGENT|Clerk#000000681|0|. unusual deposits engage slyly. blithely special frays instead
7047|332|O|232173.88|1996-11-28|3-MEDIUM|Clerk#000000263|0| slyly express accounts use carefully. even dinos ha
7072|332|F|57193.90|1992-02-05|1-URGENT|Clerk#000000061|0|e slyly pending pinto beans nag carefully regular accounts. careful
7073|55|O|100074.30|1997-10-04|5-LOW|Clerk#000000782|0|ructions. even, bold accounts after the carefully regular acc
7074|338|F|50671.67|1993-05-26|1-URGENT|Clerk#000000244|0|. quickly regular dep
7075|328|O|245699.30|1995-10-11|5-LOW|Clerk#000000632|0|requests boost closely slyly regular excuses. slyly silent pinto 
7076|421|O|81143.13|1995-12-12|2-HIGH|Clerk#000000724|0| enticingly regular dependencies. unusual forges wak
7077|169|O|216530.39|1995-12-22|2-HIGH|Clerk#000000839|0|ecial theodolites integrate blithely. carefully regular
7078|200|F|117527.09|1993-04-12|2-HIGH|Clerk#000000979|0|s. carefully regular deposits cajole blithe
7079|148|F|268388.18|1993-02-09|3-MEDIUM|Clerk#000000597|0|refully blithely even theodolites. slyly
7104|415|O|25170.70|1996-12-31|5-LOW|Clerk#000000432|0|osits around the deposits wake
7105|20|F|133900.49|1993-06-22|5-LOW|Clerk#000000966|0|heodolites. requests use blithely sometimes unusual deposits. fluffi
7106|344|F|256766.74|1992-05-11|5-LOW|Clerk#000000946|0|he fluffily ironic packages. quickly
7107|274|F|221242.56|1992-01-05|4-NOT SPECIFIED|Clerk#000000510|0| pending grouches use furiously afte
7108|31|O|72400.81|1996-03-24|3-MEDIUM|Clerk#000000819|0|its sleep blithely furiously express multipliers. even package
7109|422|O|97192.27|1996-06-24|4-NOT SPECIFIED|Clerk#000000703|0|mptotes. regular, final foxes boost slyly. quickly final ideas sleep furio
7110|217|O|48162.15|1995-08-08|5-LOW|Clerk#000000689|0|y quietly ironic deposits. bold deposits print slyly carefull
7111|406|O|69678.34|1996-11-03|2-HIGH|Clerk#000000584|0|. final, express platelets nag furiously. regul
7136|106|F|293618.44|1994-03-23|2-HIGH|Clerk#000000954|0| wake thinly fluffily even 
7137|319|O|53339.67|1995-07-30|5-LOW|Clerk#000000334|0|ully special requests nag accounts. slyly regular depende
7138|406|O|158597.43|1998-05-09|1-URGENT|Clerk#000000696|0|usual, sly instructions. slyly r
7139|427|O|22222.83|1996-06-25|1-URGENT|Clerk#000000003|0|ffily blithely even pinto beans. de
7140|361|F|70256.10|1994-02-09|3-MEDIUM|Clerk#000000172|0|ts sleep among the furiously express accounts. furiously unusua
7141|2|O|219678.71|1996-07-19|5-LOW|Clerk#000000400|0|ns sleep blithely. blithely ironi
7142|437|O|151287.53|1995-07-22|1-URGENT|Clerk#000000232|0|ove the fluffily bold instructions. permanent hockey playe
7143|121|O|1541.40|1997-10-23|4-NOT SPECIFIED|Clerk#000000928|0|oxes? carefully regular ideas 
7168|184|O|266334.69|1997-12-18|3-MEDIUM|Clerk#000000023|0|ending deposits. even depths along the even sentiments integrate carefull
7169|32|F|189121.22|1993-03-27|3-MEDIUM|Clerk#000000971|0|final dependencies cajole. d
7170|10|O|128969.67|1997-10-31|4-NOT SPECIFIED|Clerk#000000422|0|r packages nag furiously. fluffily ir
7171|115|F|218557.66|1995-02-14|3-MEDIUM|Clerk#000000548|0|arefully regular deposits are closely express
7172|41|O|123222.67|1997-10-25|5-LOW|Clerk#000000681|0|gged somas above the theodolites h
7173|47|F|23673.59|1992-08-09|2-HIGH|Clerk#000000132|0|inal platelets nag: ru
7174|388|F|63845.34|1992-03-11|4-NOT SPECIFIED|Clerk#000000619|0|ons use quickly. blithely iro
7175|383|F|17480.73|1993-02-08|1-URGENT|Clerk#000000592|0|deposits. evenly regular packages w
7200|208|F|195762.19|1993-09-12|5-LOW|Clerk#000000727|0|l, special foxes. furi
7201|349|O|33122.81|1996-04-13|2-HIGH|Clerk#000000986|0| doggedly. tithes thrash furiously; theodolites wak
7202|302|O|176932.10|1996-06-02|3-MEDIUM|Clerk#000000187|0|ckages grow carefully fluffily bold pinto beans. platelet
7203|338|F|86900.09|1994-01-09|2-HIGH|Clerk#000000418|0|lithely silent requests integrate around the furiously expre
7204|323|O|112830.25|1996-01-08|1-URGENT|Clerk#000000886|0|e ironic, ironic frets. bold requests haggle qui
7205|302|F|196187.01|1994-07-16|4-NOT SPECIFIED|Clerk#000000269|0|requests. regular, final packages cajole slyly platelets; slyly ironic reque
7206|106|F|3563.77|1994-02-20|2-HIGH|Clerk#000000914|0|ndencies cajole. fin
7207|368|O|104955.54|1998-02-22|4-NOT SPECIFIED|Clerk#000000855|0| dependencies nod blithely among the fluff
7232|229|O|80230.68|1998-03-29|1-URGENT|Clerk#000000047|0|ic asymptotes affix quickly after the carefully
7233|104|O|69796.48|1996-11-10|5-LOW|Clerk#000000362|0|dencies detect furiously along the busily brave gifts. special, final th
7234|31|O|4490.47|1998-06-11|2-HIGH|Clerk#000000425|0|ourts sleep along the special, final th
7235|430|O|63945.65|1996-09-25|4-NOT SPECIFIED|Clerk#000000739|0|the furiously unusual accounts cajole about the
7236|82|F|158040.50|1993-01-03|3-MEDIUM|Clerk#000000443|0|e; blithely special requests thrash carefu
7237|316|O|68019.73|1998-01-16|4-NOT SPECIFIED|Clerk#000000791|0| unusual instructions. quickly regular ideas b
7238|304|O|166290.80|1998-03-05|4-NOT SPECIFIED|Clerk#000000940|0|after the silent forges. carefully even accounts
7239|86|O|72460.79|1995-06-30|3-MEDIUM|Clerk#000000671|0|odolites doze blithely alongside of the even packages. regular, unusual acc
7264|100|O|136291.22|1998-03-22|4-NOT SPECIFIED|Clerk#000000487|0| packages. special theodolites around the excuses maintain car
7265|179|O|40104.90|1995-11-18|2-HIGH|Clerk#000000356|0| regular pinto beans integrate silently ca
7266|158|O|87017.19|1996-07-20|4-NOT SPECIFIED|Clerk#000000549|0|uriously final platelets. 
7267|439|F|241785.25|1992-08-29|2-HIGH|Clerk#000000741|0|al theodolites. dolphins kindle across the regular f
7268|443|O|66602.50|1996-10-24|3-MEDIUM|Clerk#000000047|0|lets. dinos poach alongside of the regular, special 
7269|91|F|45808.82|1994-09-15|3-MEDIUM|Clerk#000000017|0|cajole blithely above the express, 
7270|350|O|229074.38|1998-02-02|1-URGENT|Clerk#000000223|0|ven foxes across the slyly regular instructions boost slyly 
7271|17|O|123143.45|1998-07-29|3-MEDIUM|Clerk#000000732|0|he express instruct
7296|448|O|14800.43|1996-10-22|2-HIGH|Clerk#000000394|0|ges alongside of the quickly pending requests sleep 
7297|415|F|185474.04|1994-09-15|2-HIGH|Clerk#000000814|0|efully. regular, unusual foxes nag despite
7298|253|O|116119.18|1997-07-11|4-NOT SPECIFIED|Clerk#000000427|0|ns. blithely express dependencies wake
7299|412|F|71911.09|1992-02-19|1-URGENT|Clerk#000000065|0|ecial deposits boost. packages snooz
7300|130|F|193005.93|1994-03-20|2-HIGH|Clerk#000000942|0| final accounts. packages eat. 
7301|449|F|42571.96|1993-12-29|5-LOW|Clerk#000000143|0|uriously bold requests. blit
7302|47|P|70594.41|1995-03-31|1-URGENT|Clerk#000000269|0|quickly bold platelets. unusual deposits kindle carefully among the re
7303|430|F|68029.92|1993-06-19|2-HIGH|Clerk#000000989|0|ave to wake carefully final excuses. pending accounts boost. bl
7328|355|O|201051.54|1998-04-19|2-HIGH|Clerk#000000310|0|efully even pinto beans affix. slyly qui
7329|199|O|165240.75|1996-10-04|4-NOT SPECIFIED|Clerk#000000028|0|ins are along the instructions. slyly unusual orbits are. carefully p
7330|49|O|180271.84|1998-07-13|3-MEDIUM|Clerk#000000202|0|ingly final accounts. regul
7331|71|O|173040.46|1996-07-22|3-MEDIUM|Clerk#000000473|0|sts cajole slyly special, ironic accounts. blithely silent noto
7332|140|O|109955.54|1996-08-16|2-HIGH|Clerk#000000203|0|haggle against the quickly ruthless platelets. carefully final fo
7333|217|O|65675.30|1996-09-14|5-LOW|Clerk#000000730|0|al pinto beans: express theodolites haggle bl
7334|433|O|78283.20|1997-08-06|4-NOT SPECIFIED|Clerk#000000487|0|nal, even deposits. regular accounts sleep. furiously pendi
7335|26|F|192035.41|1993-05-30|5-LOW|Clerk#000000296|0|express, regular asymptotes haggle fluffily fluffily unusual accou
7360|161|O|46058.06|1997-10-24|2-HIGH|Clerk#000000934|0|hs across the slyly final pinto beans are fluffily alongside of 
7361|121|F|224285.35|1994-10-09|2-HIGH|Clerk#000000939|0|ly. blithely unusual theodolites haggle carefully after the 
7362|223|F|53002.61|1994-11-11|2-HIGH|Clerk#000000300|0|ven packages haggle never alo
7363|373|F|50604.88|1993-11-10|3-MEDIUM|Clerk#000000225|0|posits; special theodolites from the furiously regular accounts wake
7364|35|F|106028.90|1994-05-09|2-HIGH|Clerk#000000133|0|waters might promise. carefully ironic dependencies boost slyly even deposits
7365|16|O|176822.34|1998-03-04|1-URGENT|Clerk#000000325|0|haggle bravely! slyly even requests sleep carefully careful
7366|16|F|57177.15|1994-03-15|2-HIGH|Clerk#000000668|0|counts maintain carefully furiously regular accounts. slyly even pinto be
7367|403|O|112208.04|1995-06-06|5-LOW|Clerk#000000670|0|efully special packages. furiously regular foxes use fluffily after t
7392|370|O|137155.67|1996-04-15|1-URGENT|Clerk#000000242|0|s doze even requests. express instructions boost at the carefully p
7393|55|O|153259.63|1995-12-23|5-LOW|Clerk#000000879|0|furiously express instructions sleep ca
7394|286|O|73748.46|1998-07-03|3-MEDIUM|Clerk#000000883|0|ly according to the even, final foxes. quick
7395|374|O|192819.94|1998-01-21|4-NOT SPECIFIED|Clerk#000000095|0|lar, ironic asymptotes wake quickly ironically ironic
7396|77|O|71323.90|1998-01-03|3-MEDIUM|Clerk#000000729|0|beans. requests above the requests nag slyly slyly ironic deposits. special, f
7397|379|F|11827.22|1994-05-20|3-MEDIUM|Clerk#000000187|0| silent, express req
7398|101|F|140974.28|1994-06-02|4-NOT SPECIFIED|Clerk#000000572|0| across the final pack
7399|16|O|198929.22|1997-08-11|4-NOT SPECIFIED|Clerk#000000396|0|yly bold pinto beans. express pinto beans sleep aro
7424|296|O|8747.98|1998-05-16|4-NOT SPECIFIED|Clerk#000000430|0| above the furiously ironic theodolites haggle final foxes. fluffil
7425|376|O|70151.95|1997-08-28|5-LOW|Clerk#000000984|0| carefully special packages. blithely regular accounts
7426|140|F|14399.11|1995-01-17|2-HIGH|Clerk#000000643|0|er the slyly express dependencies. quickly ironic deposits impress. boldly i
7427|22|F|220423.81|1992-12-16|4-NOT SPECIFIED|Clerk#000000606|0|ages cajole slyly unu
7428|340|O|107518.51|1997-08-08|5-LOW|Clerk#000000596|0|cial dolphins cajole fluffily. silent asymptotes boost busily even, un
7429|262|F|134441.62|1993-05-27|4-NOT SPECIFIED|Clerk#000000854|0|e ironic accounts wake fluffily against the ironic foxes. fu
7430|172|F|76106.99|1993-06-09|3-MEDIUM|Clerk#000000755|0|es. blithely pending foxes are accounts. silent, perm
7431|328|F|90008.74|1994-05-02|3-MEDIUM|Clerk#000000713|0|g Tiresias. ironic requests wake carefully according to th
7456|61|O|153234.06|1997-03-05|1-URGENT|Clerk#000000610|0| carefully ironic dependencies. blithely regular deposits 
7457|202|F|183516.04|1993-10-01|4-NOT SPECIFIED|Clerk#000000892|0|permanently across the car
7458|395|F|102388.54|1992-04-05|1-URGENT|Clerk#000000242|0|onic requests integrate along the express requests. specia
7459|55|O|59491.22|1997-06-05|3-MEDIUM|Clerk#000000380|0| are. quickly bold theodolites among the furiously 
7460|118|O|24968.08|1996-05-11|1-URGENT|Clerk#000000649|0| accounts. unusual theodolites cajole blithely. slyly even requ
7461|358|F|149763.25|1994-01-13|5-LOW|Clerk#000000683|0|uickly unusual requests cajole. th
7462|40|F|159630.48|1995-02-21|2-HIGH|Clerk#000000268|0| the slyly special requests 
7463|83|O|172633.19|1997-08-10|3-MEDIUM|Clerk#000000903|0|l gifts sleep carefully. special sauternes are theodolites. accoun
7488|307|F|152767.02|1992-05-04|1-URGENT|Clerk#000000653|0|al accounts are furio
7489|19|F|85972.86|1993-10-01|1-URGENT|Clerk#000000342|0|the blithely furious theodolites. f
7490|13|F|123282.06|1994-10-26|4-NOT SPECIFIED|Clerk#000000776|0|manent requests. even frays wake unusual foxes. slyly ironic re
7491|443|O|104776.99|1998-04-21|1-URGENT|Clerk#000000107|0|tect. silent, regular deposits according to th
7492|154|O|52899.99|1996-06-26|5-LOW|Clerk#000000810|0|f the pending deposits. express, ironic deposits
7493|61|F|72818.91|1994-12-18|2-HIGH|Clerk#000000279|0|riously even instructions haggle agains
7494|370|O|50460.04|1996-04-02|4-NOT SPECIFIED|Clerk#000000244|0|fily express packages. blithely regular requests across
7495|58|F|23481.70|1994-11-06|5-LOW|Clerk#000000952|0|special dolphins. ironic, even theodoli
7520|80|O|143570.60|1997-01-15|4-NOT SPECIFIED|Clerk#000000061|0|sly regular accounts sleep carefully. final theodolites wake fur
7521|262|P|97634.71|1995-02-28|5-LOW|Clerk#000000142|0|requests affix ironic requests. carefully ironic asymptotes are sly
7522|134|O|201442.39|1996-12-09|5-LOW|Clerk#000000211|0|. pending, ironic accounts maintain fluffily slowly reg
7523|448|O|288391.91|1997-04-08|4-NOT SPECIFIED|Clerk#000000800|0| ironic foxes. closely bold deposits sleep. regular, final instructi
7524|182|F|134554.51|1992-07-19|5-LOW|Clerk#000000392|0|d. final packages are carefully ironic, even accounts. furiously fina
7525|145|O|52685.61|1997-03-12|2-HIGH|Clerk#000000481|0|even deposits sleep care
7526|271|O|61434.72|1996-12-20|3-MEDIUM|Clerk#000000848|0|. carefully special courts haggle pending ideas. express packages thrash a
7527|118|F|72359.42|1994-12-12|3-MEDIUM|Clerk#000000871|0|ld accounts. final packages are quickly ac
7552|247|F|71009.07|1992-09-11|1-URGENT|Clerk#000000996|0|refully furiously final deposits. platelets cajole slyly regular i
7553|157|F|197122.81|1993-05-08|3-MEDIUM|Clerk#000000941|0|ke furiously among the platelets. blithely unusual ideas 
7554|245|O|28187.85|1996-06-29|4-NOT SPECIFIED|Clerk#000000642|0| regular, unusual sentiments. silent, pending frays along the ca
7555|238|O|139245.31|1996-01-13|2-HIGH|Clerk#000000382|0|ully silent ideas nag. fluffily r
7556|23|F|50627.84|1993-11-11|4-NOT SPECIFIED|Clerk#000000950|0|efully instructions. caref
7557|224|O|19089.80|1997-07-03|5-LOW|Clerk#000000651|0|s. carefully furious packages according to th
7558|283|F|94645.20|1993-12-11|2-HIGH|Clerk#000000733|0|the express accounts. even deposits across the ideas use on the careful
7559|298|F|258869.83|1993-10-13|1-URGENT|Clerk#000000404|0|express pinto beans. carefully even foxes 
7584|283|O|104180.52|1997-04-14|4-NOT SPECIFIED|Clerk#000000644|0|inal packages. carefully even accou
7585|100|P|155565.49|1995-05-20|2-HIGH|Clerk#000000703|0|affix quickly up the slyly bold pinto 
7586|94|O|82476.14|1995-07-10|1-URGENT|Clerk#000000821|0|lar pinto beans. slyly final ideas nod blithe
7587|68|F|23550.14|1992-02-16|5-LOW|Clerk#000000290|0|re carefully since the slyly unusual instructions. final, special packages are
7588|434|F|91788.02|1992-12-23|3-MEDIUM|Clerk#000000674|0|ar requests. ironic accounts accor
7589|374|O|220487.02|1997-04-20|4-NOT SPECIFIED|Clerk#000000710|0|ts. even, even foxes around the carefully f
7590|34|O|126099.73|1998-04-18|4-NOT SPECIFIED|Clerk#000000290|0|ously final theodolites wake. unusual platelets haggle. blithely
7591|35|F|223065.57|1993-05-13|3-MEDIUM|Clerk#000000824|0|gle furiously against the special, unusual instructions. furiously unusual dep
7616|103|F|72012.17|1993-10-06|1-URGENT|Clerk#000000828|0| packages. furiously express deposi
7617|205|O|269992.52|1998-06-15|2-HIGH|Clerk#000000262|0|jole. ironic deposits sleep. deposits
7618|265|F|255158.82|1992-01-04|2-HIGH|Clerk#000000782|0|ly furiously unusual foxes. slyly pending foxes sleep? permanently special req
7619|238|F|67871.77|1993-10-09|4-NOT SPECIFIED|Clerk#000000388|0|nic platelets affix slyly. special t
7620|322|F|3896.88|1994-06-21|2-HIGH|Clerk#000000607|0|g furiously according 
7621|7|O|74576.62|1997-04-02|2-HIGH|Clerk#000000682|0|blithely bold deposits sleep quickly among the final, ironic inst
7622|113|O|68655.60|1998-01-21|3-MEDIUM|Clerk#000000191|0|ely ironic theodolites. permanent, regu
7623|385|F|129560.40|1994-10-29|1-URGENT|Clerk#000000292|0|ake quickly permanent theodolites; even, silent accounts u
7648|397|O|10168.72|1997-06-02|5-LOW|Clerk#000000469|0|e fluffily. packages about the slyly special dol
7649|82|O|115607.60|1995-07-15|5-LOW|Clerk#000000256|0|s. even, silent sheaves must kindle about the
7650|428|F|53013.83|1995-04-06|1-URGENT|Clerk#000000890|0|xes. furiously ironic pinto beans wake blithely above the even, regular t
7651|320|F|60057.35|1995-01-16|3-MEDIUM|Clerk#000000657|0|kages are doggedly deposits
7652|394|F|39633.13|1994-01-23|3-MEDIUM|Clerk#000000018|0|beans use slyly express deposits. blithely bold foxes boost 
7653|392|F|117350.48|1992-02-28|3-MEDIUM|Clerk#000000964|0|olites haggle according to the furiousl
7654|274|F|130325.46|1993-02-11|2-HIGH|Clerk#000000173|0|al tithes in place of 
7655|85|F|57533.29|1993-02-13|2-HIGH|Clerk#000000671|0|s impress among the ironically regular courts. theodolites wak
7680|395|P|248906.66|1995-04-09|4-NOT SPECIFIED|Clerk#000000501|0|. stealthy asymptotes use carefully carefully regular 
7681|310|F|48171.94|1993-12-19|5-LOW|Clerk#000000962|0|ic foxes? express packages according to the slyly special
7682|382|O|52003.88|1997-10-11|5-LOW|Clerk#000000083|0|ests. dugouts after the slyly regular packages wake carefully final d
7683|161|O|146054.63|1998-02-26|1-URGENT|Clerk#000000430|0|ly final deposits nod caref
7684|344|F|214476.21|1992-01-20|3-MEDIUM|Clerk#000000068|0|its. packages sleep along the quic
7685|136|O|171596.65|1998-02-21|2-HIGH|Clerk#000000770|0|y final accounts. thin r
7686|116|F|110935.34|1994-06-12|4-NOT SPECIFIED|Clerk#000000999|0| packages haggle? ironi
7687|445|F|248162.19|1993-03-04|3-MEDIUM|Clerk#000000626|0|heodolites. blithely stealthy
7712|442|O|40871.78|1996-10-21|5-LOW|Clerk#000000970|0|requests nod quickly along the quickly pendi
7713|49|O|26885.36|1996-03-09|3-MEDIUM|Clerk#000000825|0|l ideas haggle slyly according to the fluffily final packag
7714|250|O|133423.25|1996-06-17|5-LOW|Clerk#000000993|0| waters. slyly even deposits nag furiously expres
7715|130|F|123787.53|1993-08-12|2-HIGH|Clerk#000000841|0|usual pinto beans. blithely spe
7716|433|O|155402.15|1995-12-23|5-LOW|Clerk#000000401|0|efully special foxes. furiously idle courts c
7717|232|O|145500.63|1996-08-29|4-NOT SPECIFIED|Clerk#000000664|0|. foxes across the slyly pending packages nod carefu
7718|298|O|131262.30|1998-01-23|4-NOT SPECIFIED|Clerk#000000322|0|out the platelets. blithely final ideas wake quickly. furiously special
7719|128|F|4452.82|1994-03-22|5-LOW|Clerk#000000602|0|carefully regular ideas sleep against the pinto beans. asymptotes b
7744|328|F|170453.85|1994-11-18|5-LOW|Clerk#000000779|0| ironic depths affi
7745|388|F|191873.44|1994-03-03|1-URGENT|Clerk#000000758|0|ly pending platelets acros
7746|196|F|154495.02|1993-12-06|3-MEDIUM|Clerk#000000911|0|platelets. carefully sp
7747|109|F|39354.74|1992-04-25|2-HIGH|Clerk#000000228|0|ular deposits nag quickly. blithel
7748|289|O|50113.94|1998-02-03|4-NOT SPECIFIED|Clerk#000000319|0|nding, even requests. thinly final instructions boost carefully. blithely
7749|166|F|164475.31|1993-09-22|2-HIGH|Clerk#000000082|0|enticingly regular platelets nag furiously. e
7750|427|F|105634.68|1992-12-25|4-NOT SPECIFIED|Clerk#000000948|0|sly even deposits! regular
7751|217|F|88560.83|1992-12-24|4-NOT SPECIFIED|Clerk#000000499|0|ronic deposits across the foxes affix furiously packages. blithely regula
7776|328|F|128578.43|1994-03-15|3-MEDIUM|Clerk#000000753|0|lithely after the b
7777|329|O|73610.03|1998-02-17|1-URGENT|Clerk#000000270|0| beans haggle carefully according to the furiously regular platelets. carefull
7778|214|F|130507.08|1994-11-25|4-NOT SPECIFIED|Clerk#000000002|0|gular warthogs after the express, pending d
7779|301|O|128137.75|1995-04-22|3-MEDIUM|Clerk#000000276|0| special foxes. evenly quick foxes sleep furiou
7780|308|O|29768.48|1998-02-17|5-LOW|Clerk#000000180|0|inal theodolites. slyly special depend
7781|376|O|20275.14|1998-05-25|1-URGENT|Clerk#000000520|0| dogged accounts believe. accou
7782|46|F|139932.57|1994-07-03|1-URGENT|Clerk#000000770|0|e thinly even requests. furiously unusual foxes cajole against the
7783|392|F|136659.98|1992-01-13|3-MEDIUM|Clerk#000000657|0|posits. even, final deposits alon
7808|373|O|52743.08|1995-12-19|1-URGENT|Clerk#000000161|0|usly according to the carefully regular foxes. ironic
7809|314|O|54531.12|1996-10-01|5-LOW|Clerk#000000861|0|ake furiously. unusual theod
7810|331|O|133934.20|1997-03-04|4-NOT SPECIFIED|Clerk#000000706|0|lithely even foxes sleep. final instructions maintain carefully. 
7811|76|O|117466.16|1996-03-19|3-MEDIUM|Clerk#000000805|0|l asymptotes. slyly pending grouches use furiously. fluffily special
7812|106|P|236974.47|1995-04-21|5-LOW|Clerk#000000298|0|uests sleep furiously. bold packages among the packages haggle slyly above t
7813|404|F|48308.76|1994-02-11|1-URGENT|Clerk#000000046|0|ckly regular theodo
7814|154|O|29237.89|1995-07-12|5-LOW|Clerk#000000449|0|posits! packages across the
7815|103|F|21369.86|1994-01-23|1-URGENT|Clerk#000000309|0|g asymptotes. slyly speci
7840|196|F|131870.04|1995-01-09|5-LOW|Clerk#000000720|0|beans; carefully spe
7841|448|F|199998.58|1992-05-21|4-NOT SPECIFIED|Clerk#000000301|0|ely. even orbits cajo
7842|5|F|90925.39|1994-09-30|2-HIGH|Clerk#000000255|0|gged instructions after the furiou
7843|121|O|157780.02|1995-05-24|4-NOT SPECIFIED|Clerk#000000994|0|ld foxes boost along the furiously regular pinto 
7844|448|O|101066.98|1996-09-08|3-MEDIUM|Clerk#000000192|0|e of the carefully unusual packages will have to are carefully
7845|191|F|153331.30|1994-12-14|1-URGENT|Clerk#000000671|0|unts cajole furiously. blithely bold platelets cajole. furiously
7846|149|O|104652.13|1995-06-26|5-LOW|Clerk#000000343|0|accounts. furiously regular accounts among the careful packages haggle qu
7847|188|O|102490.11|1995-07-04|4-NOT SPECIFIED|Clerk#000000170|0|ial foxes. regular pack
7872|262|F|123817.07|1992-10-23|2-HIGH|Clerk#000000329|0|althily regular packages. regular, ironic packages nag carefully
7873|13|F|210062.72|1992-06-26|1-URGENT|Clerk#000000491|0|ic packages. final packages grow regular pack
7874|100|O|113759.56|1998-06-18|4-NOT SPECIFIED|Clerk#000000034|0|tegrate carefully according to the furiously regu
7875|133|F|126984.47|1993-02-10|5-LOW|Clerk#000000128|0|ve the even, bold packages sleep blithely according to the sly
7876|406|O|100954.01|1996-08-28|5-LOW|Clerk#000000231|0|s. special, ironic requests at the slyly express instructions affix quickly
7877|40|O|238634.13|1996-03-08|2-HIGH|Clerk#000000510|0|ironic requests haggle about the slyly unusual
7878|415|P|213859.35|1995-05-02|5-LOW|Clerk#000000455|0|fily regular deposits. sl
7879|370|F|139334.92|1994-07-31|3-MEDIUM|Clerk#000000406|0|onic realms cajole after the carefully sly theod
7904|445|F|81531.20|1993-05-28|5-LOW|Clerk#000000508|0|ial deposits sleep deposits. furiously silent theodolites after the regu
7905|293|F|178633.40|1994-06-04|5-LOW|Clerk#000000601|0|oost final, unusual foxes. ideas serve
7906|247|F|124652.47|1994-10-18|3-MEDIUM|Clerk#000000081|0| accounts sleep closely along the special depende
7907|170|O|147967.16|1996-10-10|5-LOW|Clerk#000000418|0|ly even requests wake slyly along the blithely regular packages. sl
7908|391|O|255204.54|1996-10-14|1-URGENT|Clerk#000000839|0|ly express deposits wake fluffily around the final, ironic ideas. furio
7909|235|F|49109.59|1994-01-04|2-HIGH|Clerk#000000720|0|carefully silent deposits; blithely special braids
7910|136|F|247104.88|1993-04-21|1-URGENT|Clerk#000000814|0|ly final requests are. slow
7911|326|O|86672.86|1997-09-02|1-URGENT|Clerk#000000573|0|ajole blithely on the busy, even asymptotes. carefully ironic pi
7936|298|F|78936.99|1993-04-06|5-LOW|Clerk#000000084|0| even packages: quickly re
7937|314|F|57280.78|1993-04-02|5-LOW|Clerk#000000950|0|cial instructions. carefully ironic packages wake. slyl
7938|212|F|120885.53|1993-03-14|3-MEDIUM|Clerk#000000148|0|ounts haggle furiously 
7939|124|O|117445.10|1996-11-03|2-HIGH|Clerk#000000161|0| slyly close ideas. carefully ironic accounts kindle fluff
7940|379|O|12487.17|1996-03-08|3-MEDIUM|Clerk#000000135|0|lly even excuses integ
7941|409|F|78546.47|1992-03-24|5-LOW|Clerk#000000310|0|use carefully even requests. express multipliers among the re
7942|218|F|101267.68|1994-04-20|3-MEDIUM|Clerk#000000207|0|otes. furiously pending deposits cajole along the f
7943|373|O|38932.55|1996-08-28|3-MEDIUM|Clerk#000000120|0|usly regular pinto beans affix furiously. s
7968|112|F|189401.67|1993-09-16|5-LOW|Clerk#000000491|0|ilent, silent pinto beans amon
7969|100|O|141914.72|1998-08-02|4-NOT SPECIFIED|Clerk#000000027|0|uriously regular instructions. slyly fin
7970|118|O|64545.67|1996-10-10|5-LOW|Clerk#000000124|0|y stealthy, final instructions. unusual accounts sleep furiousl
