O_ORDERKEY | O_CUSTKEY | O_ORDERSTATUS | O_TOTALPRICE | O_ORDERDATE | O_ORDERPRIORITY | O_CLERK | O_SHIPPRIORITY | O_COMMENT
993|238|O|245456.95|1995-09-10|3-MEDIUM|Clerk#000000894|0|quickly express accounts among the furiously bol
994|4|F|48311.05|1994-04-20|5-LOW|Clerk#000000497|0|ole. slyly bold excuses nag caref
995|349|P|166942.23|1995-05-31|3-MEDIUM|Clerk#000000439|0|deas. blithely final deposits play. express accounts wake blithely caref
996|214|O|62716.01|1997-12-29|1-URGENT|Clerk#000000497|0|arefully final packages into the slyly final requests affix blit
997|328|O|32780.11|1997-05-19|2-HIGH|Clerk#000000651|0|ly express depths. furiously final requests haggle furiously. carefu
998|97|F|77026.98|1994-11-26|4-NOT SPECIFIED|Clerk#000000956|0|ronic dolphins. ironic, bold ideas haggle furiously furious
999|181|F|182401.42|1993-09-05|5-LOW|Clerk#000000464|0|pitaphs sleep. regular accounts use. f
1024|11|O|213813.64|1997-12-23|5-LOW|Clerk#000000903|0| blithely. even, express theodolites cajole slyly across
1025|310|F|96981.82|1995-05-05|2-HIGH|Clerk#000000376|0|ross the slyly final pa
1026|214|O|39344.98|1997-06-04|5-LOW|Clerk#000000223|0|s wake blithely. special acco
1027|385|F|141693.98|1992-06-03|3-MEDIUM|Clerk#000000241|0|equests cajole. slyly final pinto bean
1028|206|F|171018.37|1994-01-01|2-HIGH|Clerk#000000131|0|ts are. final, silent deposits are among the fl
1029|388|F|59895.22|1994-06-21|2-HIGH|Clerk#000000700|0|quests sleep. slyly even foxes wake quickly final theodolites. clo
1030|403|F|18534.25|1994-06-15|5-LOW|Clerk#000000422|0|ully ironic accounts sleep carefully. requests are carefully alongside of the 
1031|11|F|166763.52|1994-09-01|3-MEDIUM|Clerk#000000448|0|s; ironic theodolites along the carefully ex
1056|83|F|47567.01|1995-02-11|1-URGENT|Clerk#000000125|0|t, even deposits hang about the slyly special i
1057|229|F|135978.91|1992-02-20|1-URGENT|Clerk#000000124|0|cuses dazzle carefully careful, ironic pinto beans. carefully even theod
1058|160|F|103987.02|1993-04-26|3-MEDIUM|Clerk#000000373|0|kly pending courts haggle. blithely regular sheaves integrate carefully fi
1059|382|F|249901.71|1994-02-27|1-URGENT|Clerk#000000104|0|en accounts. carefully bold packages cajole daringly special depende
1060|419|F|144696.18|1993-02-21|3-MEDIUM|Clerk#000000989|0|l platelets sleep quickly slyly special requests. furiously 
1061|310|O|209609.14|1998-05-15|5-LOW|Clerk#000000576|0|uests sleep at the packages. fur
1062|316|O|50254.77|1997-01-15|1-URGENT|Clerk#000000152|0|eposits use blithely 
1063|112|F|49295.62|1994-04-02|2-HIGH|Clerk#000000024|0|deposits nag quickly regular deposits. quickl
1088|442|F|56615.75|1992-05-21|5-LOW|Clerk#000000347|0|counts are blithely. platelets print. carefully 
1089|145|O|122178.69|1996-05-04|4-NOT SPECIFIED|Clerk#000000226|0|ns haggle ruthlessly. even requests are quickly abov
1090|52|O|39416.55|1997-11-15|2-HIGH|Clerk#000000300|0| furiously regular platelets haggle along the slyly unusual foxes! 
1091|250|O|38622.11|1996-08-27|1-URGENT|Clerk#000000549|0| even pinto beans haggle quickly alongside of the eve
1092|370|P|113083.71|1995-03-04|3-MEDIUM|Clerk#000000006|0|re quickly along the blithe
1093|302|O|97178.76|1997-07-31|4-NOT SPECIFIED|Clerk#000000159|0| after the carefully ironic requests. carefully ironic packages wake fluffil
1094|433|O|11040.02|1997-12-24|3-MEDIUM|Clerk#000000570|0|beans affix furiously about the pending, even deposits. finally pendi
1095|430|O|227023.71|1995-08-22|3-MEDIUM|Clerk#000000709|0|sly bold requests cajole carefully according to
1120|418|O|120016.95|1997-11-07|3-MEDIUM|Clerk#000000319|0|lly special requests. slyly pending platelets are quickly pending requ
1121|85|O|304320.44|1997-01-13|3-MEDIUM|Clerk#000000541|0|r escapades. deposits above the fluffily bold requests hag
1122|359|O|218720.28|1997-01-10|1-URGENT|Clerk#000000083|0|uffily carefully final theodolites. furiously express packages affix
1123|215|O|116053.92|1996-08-03|3-MEDIUM|Clerk#000000929|0|uriously pending requests. slyly regular instruction
1124|239|O|158276.57|1998-07-30|5-LOW|Clerk#000000326|0|regular pinto beans along the fluffily silent packages
1125|73|F|99148.06|1994-10-27|2-HIGH|Clerk#000000510|0|ithely final requests. i
1126|430|O|67762.25|1998-01-28|4-NOT SPECIFIED|Clerk#000000928|0|d slyly regular ideas: special ideas believe slyly. slyly ironic sheaves w
1127|173|O|117805.92|1995-09-19|4-NOT SPECIFIED|Clerk#000000397|0|usly silent, regular pinto beans. blithely express requests boos
1152|148|F|57804.47|1994-08-14|4-NOT SPECIFIED|Clerk#000000496|0|equests. deposits ab
1153|359|O|273643.36|1996-04-18|5-LOW|Clerk#000000059|0| across the pending deposi
1154|106|F|236952.87|1992-02-15|1-URGENT|Clerk#000000268|0|old asymptotes are special requests. blithely even deposits sleep furiously
1155|449|O|152538.99|1997-10-06|2-HIGH|Clerk#000000164|0|c deposits haggle among the ironic, even requests. carefully ironic sheaves n
1156|395|O|262234.55|1996-10-19|1-URGENT|Clerk#000000200|0| blithely ironic dolphins. furiously pendi
1157|292|O|99816.35|1998-01-14|4-NOT SPECIFIED|Clerk#000000207|0|out the regular excuses boost carefully against the furio
1158|424|O|39282.20|1996-06-30|2-HIGH|Clerk#000000549|0|integrate slyly furiously ironic deposit
1159|205|F|67123.65|1992-09-18|3-MEDIUM|Clerk#000000992|0|ts may sleep. requests according to the
1184|266|O|46334.64|1997-10-26|5-LOW|Clerk#000000777|0|iously even packages haggle fluffily care
1185|221|F|54540.61|1992-08-24|5-LOW|Clerk#000000344|0| even escapades are. package
1186|178|O|93746.38|1996-08-15|4-NOT SPECIFIED|Clerk#000000798|0|ingly regular pinto beans: instructi
1187|401|F|106555.22|1992-11-20|3-MEDIUM|Clerk#000000047|0|s after the furiously final deposits boost slyly under the
1188|61|O|71502.40|1996-04-11|2-HIGH|Clerk#000000256|0|ully ironic deposits. slyl
1189|134|F|81904.25|1994-04-09|1-URGENT|Clerk#000000243|0|f the even accounts. courts print blithely ironic accounts. sile
1190|37|O|36348.41|1997-03-16|5-LOW|Clerk#000000575|0|ccounts above the foxes integrate carefully after the 
1191|331|O|31521.42|1995-11-07|3-MEDIUM|Clerk#000000011|0|uests nag furiously. carefully even requests
1216|367|F|77646.77|1992-12-07|5-LOW|Clerk#000000918|0|nal foxes around the e
1217|19|F|46023.83|1992-04-26|4-NOT SPECIFIED|Clerk#000000538|0| foxes nag quickly. ironic excuses nod. blithely pending
1218|25|F|116312.25|1994-06-20|4-NOT SPECIFIED|Clerk#000000994|0|s cajole. special, silent deposits about the theo
1219|82|O|12740.13|1995-10-05|3-MEDIUM|Clerk#000000800|0|od carefully. slyly final dependencies across the even fray
1220|146|O|144773.84|1996-08-29|1-URGENT|Clerk#000000712|0|inal theodolites wake. fluffily ironic asymptotes cajol
1221|40|F|142171.64|1992-04-19|4-NOT SPECIFIED|Clerk#000000852|0| detect against the silent, even deposits. carefully ironic
1222|31|F|53158.71|1993-02-05|3-MEDIUM|Clerk#000000811|0|theodolites use quickly even accounts. carefully final asympto
1223|28|O|32035.42|1996-05-25|4-NOT SPECIFIED|Clerk#000000238|0|posits was blithely fr
1248|142|F|263314.42|1992-01-02|1-URGENT|Clerk#000000890|0|t the carefully regular dugouts. s
1249|449|F|51445.26|1994-01-05|1-URGENT|Clerk#000000095|0|al ideas sleep above the pending pin
1250|109|F|12936.24|1992-09-29|4-NOT SPECIFIED|Clerk#000000652|0|ts after the fluffily pending instructions use slyly about the s
1251|115|O|124335.57|1997-10-30|1-URGENT|Clerk#000000276|0|, brave sauternes. deposits boost fluffily.
1252|449|O|109260.06|1997-08-04|5-LOW|Clerk#000000348|0|ng the slyly regular excuses. special courts nag furiously blithely e
1253|344|F|114461.98|1993-01-26|1-URGENT|Clerk#000000775|0| requests sleep furiously even foxes. ruthless packag
1254|211|O|125190.97|1995-12-22|1-URGENT|Clerk#000000607|0| pinto beans. carefully regular request
1255|367|F|84669.21|1994-05-30|4-NOT SPECIFIED|Clerk#000000798|0|ct slyly regular accounts. quick
1280|287|F|108064.10|1993-01-11|5-LOW|Clerk#000000160|0|posits thrash quickly after the theodolites. furiously iro
1281|184|F|197926.11|1994-12-11|1-URGENT|Clerk#000000430|0|counts. carefully pending accounts eat 
1282|349|F|70977.84|1992-02-29|4-NOT SPECIFIED|Clerk#000000168|0|he quickly special packages. furiously final re
1283|349|O|250575.42|1996-08-30|4-NOT SPECIFIED|Clerk#000000260|0| pinto beans boost slyly ac
1284|403|O|134858.58|1996-01-07|2-HIGH|Clerk#000000492|0|s. blithely silent deposits s
1285|32|F|174047.23|1992-06-01|1-URGENT|Clerk#000000423|0|cial deposits cajole after the ironic requests. p
1286|326|F|262987.79|1993-05-14|4-NOT SPECIFIED|Clerk#000000939|0| deposits use carefully from the excuses. slyly bold p
1287|52|F|154531.51|1994-07-05|2-HIGH|Clerk#000000288|0|ly ironic dolphins integrate furiously among the final packages. st
1312|334|F|73690.65|1994-05-19|3-MEDIUM|Clerk#000000538|0|n, express accounts across the ironic
1313|445|F|51644.94|1994-09-13|1-URGENT|Clerk#000000774|0|ld accounts. regular deposits cajole. ironically pending theodolites use car
1314|427|F|67756.87|1994-05-13|3-MEDIUM|Clerk#000000485|0|ickly blithe packages nod ideas. furiously bold braids boost around the car
1315|65|O|152494.37|1998-03-22|5-LOW|Clerk#000000840|0|final theodolites alongside of the carefu
1316|49|F|197885.56|1993-12-03|1-URGENT|Clerk#000000857|0|ully bold theodolites? pending, bold pin
1317|298|P|176527.12|1995-05-19|2-HIGH|Clerk#000000373|0|sts. furiously special deposits lose fur
1318|385|O|97657.97|1998-06-27|3-MEDIUM|Clerk#000000581|0|s hang bold requests. pending, re
1319|94|O|34540.32|1996-09-27|2-HIGH|Clerk#000000257|0|y across the ruthlessly ironic accounts. unusu
1344|52|F|57896.25|1992-04-16|5-LOW|Clerk#000000178|0|omise close, silent requests. pending theodolites boost pending 
1345|283|F|133224.08|1992-10-28|5-LOW|Clerk#000000447|0| regular tithes. quickly fluffy de
1346|226|F|208582.46|1992-06-18|2-HIGH|Clerk#000000374|0|ges sleep quickly-- even pint
1347|121|O|213544.26|1997-06-20|5-LOW|Clerk#000000977|0|he furiously even foxes use carefully express req
1348|53|O|114196.96|1998-04-18|5-LOW|Clerk#000000206|0|tly. quickly even deposi
1349|193|O|57244.06|1997-10-26|1-URGENT|Clerk#000000543|0|yly! blithely special theodolites cajole. unusual, reg
1350|154|F|54275.93|1993-08-24|1-URGENT|Clerk#000000635|0|iously about the blithely special a
1351|319|O|29873.50|1998-04-20|1-URGENT|Clerk#000000012|0| cajole. regular, special re
1376|139|O|31552.57|1997-05-04|4-NOT SPECIFIED|Clerk#000000730|0|der furiously final, final frets. carefull
1377|61|O|130391.94|1998-04-24|4-NOT SPECIFIED|Clerk#000000625|0|lly across the blithely express accounts. ironic excuses promise carefully de
1378|59|O|155518.41|1996-03-09|4-NOT SPECIFIED|Clerk#000000705|0| furiously even tithes cajole slyly among the quick
1379|193|O|98815.24|1998-05-25|5-LOW|Clerk#000000861|0|y deposits are caref
1380|409|O|114514.37|1996-07-07|3-MEDIUM|Clerk#000000969|0|inal deposits wake slyly daringly even requests. bold, even foxe
1381|380|O|71882.89|1998-05-25|3-MEDIUM|Clerk#000000107|0|even requests breach after the bold, ironic instructions. slyly even
1382|397|F|217650.63|1993-08-17|5-LOW|Clerk#000000241|0|fully final packages sl
1383|359|F|46079.99|1993-04-27|2-HIGH|Clerk#000000785|0|ts. express requests sleep blithel
1408|163|O|231155.96|1997-12-26|4-NOT SPECIFIED|Clerk#000000942|0|t the quickly final asymptotes. unusual
1409|430|F|86436.33|1992-12-31|4-NOT SPECIFIED|Clerk#000000065|0|ructions. furiously unusual excuses are regular, unusual theodolites. fin
1410|337|O|143075.14|1997-04-12|5-LOW|Clerk#000000123|0|iously along the bravely regular dolphins. pinto beans cajole furiously sp
1411|284|F|192196.41|1994-12-21|2-HIGH|Clerk#000000566|0|s. furiously special excuses across the pending pinto beans haggle sp
1412|160|F|95735.40|1993-03-13|4-NOT SPECIFIED|Clerk#000000083|0|uffily daring theodolit
1413|272|O|98277.78|1997-06-14|3-MEDIUM|Clerk#000000342|0|, ironic instructions. carefully even packages dazzle
1414|229|O|41613.64|1995-08-16|1-URGENT|Clerk#000000883|0|ccounts. ironic foxes haggle car
1415|238|F|31617.84|1994-05-29|4-NOT SPECIFIED|Clerk#000000601|0|rays. blithely final ideas affix quickl
1440|295|O|61893.22|1995-08-10|5-LOW|Clerk#000000956|0| pending requests. closely s
1441|367|O|189341.27|1997-03-06|4-NOT SPECIFIED|Clerk#000000156|0|ter the excuses. ironic dependencies m
1442|332|F|7492.31|1994-07-05|4-NOT SPECIFIED|Clerk#000000935|0|nal pinto beans. slyly ironic ideas cajol
1443|133|O|47927.63|1996-12-16|5-LOW|Clerk#000000185|0|x blithely against the carefully final somas. even asymptotes are. quickly spe
1444|400|F|244877.02|1994-12-06|3-MEDIUM|Clerk#000000783|0|ove the bold accounts cajole fluffily about
1445|341|F|187847.41|1995-01-10|3-MEDIUM|Clerk#000000211|0|even packages wake fluffily 
1446|121|O|31765.09|1998-02-16|5-LOW|Clerk#000000274|0|lly regular notornis above the requests sleep final accounts! 
1447|271|F|137371.00|1992-10-15|2-HIGH|Clerk#000000880|0|inly against the blithely pending excuses. regular, pe
1472|449|O|72843.26|1996-10-06|5-LOW|Clerk#000000303|0|y special dolphins around the final dependencies wake quick
1473|277|O|90590.34|1997-03-17|3-MEDIUM|Clerk#000000960|0|furiously close accoun
1474|208|F|62193.83|1995-01-09|1-URGENT|Clerk#000000438|0|detect quickly above the carefully even 
1475|16|O|230385.03|1997-11-12|2-HIGH|Clerk#000000972|0|cally final packages boost. blithely ironic packa
1476|434|O|20028.30|1996-06-27|2-HIGH|Clerk#000000673|0|ding accounts hinder alongside of the quickly pending requests. fluf
1477|227|O|278409.28|1997-08-24|5-LOW|Clerk#000000612|0|ly bold foxes. final ideas would cajo
1478|151|O|22284.48|1997-08-03|2-HIGH|Clerk#000000827|0|lessly. carefully express
1479|44|O|40419.14|1995-12-16|4-NOT SPECIFIED|Clerk#000000697|0|he furiously even foxes. thinly bold deposits
1504|7|F|106424.73|1992-08-28|3-MEDIUM|Clerk#000000381|0|, brave deposits. bold de
1505|106|F|69325.07|1992-08-21|2-HIGH|Clerk#000000544|0|s. slyly ironic packages cajole. carefully regular packages haggle 
1506|439|F|237406.53|1992-09-21|3-MEDIUM|Clerk#000000620|0| dependencies. accounts affix blithely slowly unusual deposits. slyly regular 
1507|362|F|109309.29|1993-10-14|3-MEDIUM|Clerk#000000305|0|stealthy, ironic de
1508|304|O|179068.57|1998-04-10|5-LOW|Clerk#000000117|0| after the furiously regular pinto beans hang slyly quickly ironi
1509|188|F|213115.49|1993-07-08|5-LOW|Clerk#000000770|0|the regular ideas. regul
1510|157|O|181994.77|1996-09-17|5-LOW|Clerk#000000128|0|ld carefully. furiously final asymptotes haggle furiously
1511|236|O|69300.97|1996-12-22|4-NOT SPECIFIED|Clerk#000000386|0|ts above the depend
1536|280|O|7024.45|1997-01-26|3-MEDIUM|Clerk#000000117|0|ges are! furiously final deposits cajole iron
1537|323|F|127275.90|1992-02-15|4-NOT SPECIFIED|Clerk#000000862|0|g to the even deposits. ironic, final packages 
1538|88|O|225851.01|1995-06-18|4-NOT SPECIFIED|Clerk#000000258|0| instructions. regular theod
1539|337|F|50265.41|1995-03-10|5-LOW|Clerk#000000840|0|nstructions boost pa
1540|43|F|150461.58|1992-08-05|2-HIGH|Clerk#000000927|0|r ideas hinder blithe
1541|283|P|52977.13|1995-05-18|1-URGENT|Clerk#000000906|0|y. slyly ironic warhorses around the furiously regul
1542|428|F|157965.00|1993-09-15|3-MEDIUM|Clerk#000000435|0|t the furiously close deposits do was f
1543|151|O|168050.80|1997-02-20|1-URGENT|Clerk#000000398|0|unts. furiously pend
1568|52|O|83426.23|1997-01-30|4-NOT SPECIFIED|Clerk#000000554|0|d notornis. carefully 
1569|311|O|97926.06|1998-04-02|5-LOW|Clerk#000000786|0|orbits. fluffily even decoys serve blithely. furiously furious realms nag acro
1570|367|O|46459.82|1998-03-16|1-URGENT|Clerk#000000745|0|pinto beans haggle furiousl
1571|308|F|172821.14|1992-12-05|2-HIGH|Clerk#000000565|0|ously furiously bold warthogs. slyly ironic instructions are quickly a
1572|32|O|51037.66|1996-02-24|2-HIGH|Clerk#000000994|0|fluffily ironic accounts haggle blithely final platelets! slyly regular foxes
1573|445|F|107279.46|1992-12-28|2-HIGH|Clerk#000000940|0|ess, ironic deposits use along the carefu
1574|401|O|214036.75|1996-12-12|3-MEDIUM|Clerk#000000809|0| ideas hinder after the carefully unusual 
1575|434|O|227527.65|1995-09-13|3-MEDIUM|Clerk#000000497|0|. furiously regular dep
1600|278|F|154686.00|1993-03-03|3-MEDIUM|Clerk#000000627|0|tions cajole quietly above the regular, silent requests. slyly fin
1601|158|F|95854.63|1994-08-27|5-LOW|Clerk#000000469|0|ent deposits are ca
1602|4|F|5654.35|1993-08-05|5-LOW|Clerk#000000660|0|deposits. busily silent instructions haggle furiously. fin
1603|4|F|33206.60|1993-07-31|4-NOT SPECIFIED|Clerk#000000869|0|s. slyly silent deposits boo
1604|337|F|128877.37|1993-07-17|5-LOW|Clerk#000000512|0|lithely silent waters. blithely unusual packages alongside 
1605|173|O|163388.53|1998-04-24|4-NOT SPECIFIED|Clerk#000000616|0|sleep furiously? ruthless, even pinto beans 
1606|160|O|143436.20|1997-04-17|4-NOT SPECIFIED|Clerk#000000550|0|r requests. quickly even platelets breach before the ironically
1607|448|O|208357.23|1995-12-16|2-HIGH|Clerk#000000498|0| bold, pending foxes haggle. slyly silent 
1632|199|O|235176.49|1997-01-08|3-MEDIUM|Clerk#000000351|0|onic requests are accounts. bold a
1633|43|O|65080.48|1995-10-14|2-HIGH|Clerk#000000666|0|y silent accounts sl
1634|208|O|170550.32|1996-09-10|1-URGENT|Clerk#000000360|0|arefully blithely ironic requests. slyly unusual instructions alongside
1635|13|O|82649.51|1997-02-13|3-MEDIUM|Clerk#000000958|0|s. slyly ironic requests affix slyly 
1636|236|O|211013.43|1997-06-17|3-MEDIUM|Clerk#000000457|0|ding requests. slyly ironic courts wake quickl
1637|220|F|208549.55|1995-02-08|4-NOT SPECIFIED|Clerk#000000189|0| final accounts. blithely silent ideas cajole bravely. carefully express 
1638|418|O|206179.97|1997-08-13|2-HIGH|Clerk#000000643|0|he fluffily regular asymp
1639|13|O|129572.10|1995-08-20|4-NOT SPECIFIED|Clerk#000000939|0|haggle furiously. final requests detect furious
1664|193|O|225602.37|1996-03-03|1-URGENT|Clerk#000000090|0|y quickly even asymptotes. furiously regular packages haggle quickly fin
1665|227|F|5352.83|1994-05-08|2-HIGH|Clerk#000000920|0|ly regular packages are fluffily even ideas. fluffily final
1666|283|O|164366.84|1995-10-18|1-URGENT|Clerk#000000849|0|ffily pending dependencies wake fluffily. pending, final accounts 
1667|14|O|140689.85|1997-10-10|2-HIGH|Clerk#000000103|0|e accounts. slyly express accounts must are a
1668|425|O|155961.25|1997-07-12|4-NOT SPECIFIED|Clerk#000000148|0|eodolites. carefully dogged dolphins haggle q
1669|7|O|28273.02|1997-06-09|3-MEDIUM|Clerk#000000663|0|er ironic requests detect furiously blithely sp
1670|74|O|109868.99|1997-05-24|2-HIGH|Clerk#000000320|0|unusual dependencies. furiously special platelets main
1671|103|O|136591.14|1996-07-27|4-NOT SPECIFIED|Clerk#000000275|0|ly. slyly pending requests was above the 
1696|11|O|122476.04|1998-01-08|4-NOT SPECIFIED|Clerk#000000041|0|bravely bold accounts above the quickly bold
1697|229|O|145253.91|1996-10-07|1-URGENT|Clerk#000000815|0|o x-ray blithely. pl
1698|119|O|164620.99|1997-04-23|2-HIGH|Clerk#000000432|0|slyly. carefully express deposit
1699|251|F|74745.96|1993-12-30|1-URGENT|Clerk#000000125|0|jole blithely. furiously un
1700|196|O|114468.02|1996-06-15|3-MEDIUM|Clerk#000000328|0|ely final dolphins wake sometimes above the quietly regular deposits. fur
1701|386|F|88380.83|1992-05-19|2-HIGH|Clerk#000000395|0|furiously. regular, close theodoli
1702|196|P|231684.66|1995-05-07|2-HIGH|Clerk#000000300|0|around the carefully final deposits cajole carefully according to the b
1703|401|F|153751.43|1993-01-28|3-MEDIUM|Clerk#000000463|0| pinto beans poach. bold courts boost. regular, express deposits at
1728|190|O|163879.02|1996-05-22|2-HIGH|Clerk#000000711|0|beans. slyly regular instructions sleep! slyly final packages
1729|394|F|15746.66|1992-05-19|2-HIGH|Clerk#000000158|0|pending foxes wake. accounts
1730|370|O|185057.33|1998-07-24|5-LOW|Clerk#000000794|0| fluffily pending deposits serve. furiously even requests wake furiou
1731|385|O|232198.24|1996-01-06|1-URGENT|Clerk#000000268|0|lithely regular, final instructions. ironic, express packages are above
1732|439|F|215097.21|1993-11-29|5-LOW|Clerk#000000903|0|inal requests integrate dolph
1733|443|O|198392.42|1996-05-12|2-HIGH|Clerk#000000789|0|e carefully according to the accounts. furiously pending instructions sleep
1734|20|F|56698.61|1994-06-11|2-HIGH|Clerk#000000722|0| final ideas haggle. blithely quick foxes sleep busily bold ideas. i
1735|62|F|126153.95|1992-12-27|1-URGENT|Clerk#000000458|0|ully idle requests wake qu
1760|343|O|100584.93|1996-05-17|5-LOW|Clerk#000000917|0| deposits. busily regular deposits wake blithely along the furiously even re
1761|316|F|242093.11|1993-12-24|2-HIGH|Clerk#000000817|0|efully slyly bold frets. packages boost b
1762|230|F|227871.53|1994-08-20|4-NOT SPECIFIED|Clerk#000000653|0|ly ironic packages. furi
1763|362|O|166177.47|1996-10-29|2-HIGH|Clerk#000000321|0|es. bold dependencies haggle furiously along 
1764|85|F|56267.79|1992-03-25|1-URGENT|Clerk#000000182|0|. slyly final packages integrate carefully acro
1765|218|O|47619.23|1995-12-03|4-NOT SPECIFIED|Clerk#000000490|0| regular excuses wake slyly
1766|416|O|47199.71|1996-10-12|2-HIGH|Clerk#000000983|0|unusual deposits affix quickly beyond the carefully s
1767|74|P|152439.58|1995-03-14|2-HIGH|Clerk#000000327|0|eposits use carefully carefully regular platelets. quickly regular packages al
1792|142|F|140674.61|1993-11-09|5-LOW|Clerk#000000102|0|ructions haggle along the pending packages. carefully speci
1793|53|F|91047.79|1992-07-12|4-NOT SPECIFIED|Clerk#000000291|0|regular packages cajole. blithely special packages according to the final d
1794|419|O|219973.49|1997-09-28|1-URGENT|Clerk#000000686|0|ally silent pinto beans. regular package
1795|280|F|185285.21|1994-03-19|2-HIGH|Clerk#000000815|0| quickly final packages! blithely dogged accounts c
1796|139|F|37491.82|1992-11-21|2-HIGH|Clerk#000000245|0|eans use furiously around th
1797|373|O|57608.45|1996-05-07|3-MEDIUM|Clerk#000000508|0|quiet platelets haggle since the quickly ironic instructi
1798|155|O|56426.77|1997-07-28|1-URGENT|Clerk#000000741|0|al foxes are blithe
1799|181|F|49848.02|1994-03-07|4-NOT SPECIFIED|Clerk#000000339|0|ns sleep furiously final waters. blithely regular instructions h
1824|145|F|97095.81|1994-05-05|1-URGENT|Clerk#000000972|0|e blithely fluffily
1825|440|F|192641.94|1993-12-05|3-MEDIUM|Clerk#000000345|0|ironic, final accou
1826|244|F|154777.85|1992-04-16|4-NOT SPECIFIED|Clerk#000000718|0|the even asymptotes dazzle fluffily slyly regular asymptotes. final, unu
1827|316|O|255125.47|1996-06-22|4-NOT SPECIFIED|Clerk#000000369|0|luffily even requests haggle sly
1828|95|F|152263.68|1994-04-18|3-MEDIUM|Clerk#000000840|0|y quickly bold packag
1829|334|F|155549.53|1994-05-08|2-HIGH|Clerk#000000537|0| accounts wake above the furiously unusual requests. pending package
1830|395|F|101107.23|1995-02-23|1-URGENT|Clerk#000000045|0|according to the even,
1831|212|F|69615.48|1993-12-02|1-URGENT|Clerk#000000854|0| accounts. carefully even accounts boost furiously. regular ideas engage. 
1856|313|F|227974.97|1992-03-20|4-NOT SPECIFIED|Clerk#000000952|0|. special pinto beans run acr
1857|397|F|129783.36|1993-01-13|2-HIGH|Clerk#000000083|0|hely final ideas slee
1858|427|O|31391.96|1997-12-13|1-URGENT|Clerk#000000389|0|thely. slyly final deposits sleep
1859|181|O|134095.20|1997-04-11|4-NOT SPECIFIED|Clerk#000000949|0| the foxes. bravely special excuses nag carefully special r
1860|29|O|11136.12|1996-04-04|3-MEDIUM|Clerk#000000556|0|osits. quickly bold deposits according to 
1861|206|F|107078.19|1994-01-03|3-MEDIUM|Clerk#000000847|0|r the fluffily close sauternes. furio
1862|98|O|117272.38|1998-02-24|5-LOW|Clerk#000000348|0|ts snooze ironically abou
1863|220|F|117686.07|1993-09-23|4-NOT SPECIFIED|Clerk#000000658|0|old sentiments. careful, 
1888|358|F|267082.37|1993-10-31|4-NOT SPECIFIED|Clerk#000000659|0|olites. pinto beans cajole. regular deposits affix. slyly regular
1889|73|O|123845.19|1997-03-16|1-URGENT|Clerk#000000854|0|p around the regular notornis. unusual deposits
1890|29|O|244807.18|1996-12-18|4-NOT SPECIFIED|Clerk#000000627|0|romise final, regular deposits. regular fox
1891|184|F|95408.64|1994-12-15|5-LOW|Clerk#000000495|0|unusual foxes sleep regular deposits. requests wake special pac
1892|71|F|161758.96|1994-03-26|5-LOW|Clerk#000000733|0|sts. slyly regular dependencies use slyly. ironic, spec
1893|374|O|143527.49|1997-10-30|2-HIGH|Clerk#000000111|0|olites. silent, special deposits eat slyly quickly express packages; hockey p
1894|226|F|58350.73|1992-03-30|1-URGENT|Clerk#000000626|0|e furiously. furiously even accounts are slyly final accounts. closely speci
1895|20|F|57841.32|1994-05-30|3-MEDIUM|Clerk#000000878|0|ress accounts. bold accounts cajole. slyly final pinto beans poach regul
1920|329|O|136613.93|1998-06-24|5-LOW|Clerk#000000018|0|hely; furiously regular excuses
1921|259|F|68029.47|1994-01-18|3-MEDIUM|Clerk#000000293|0|counts. slyly quiet requests along the ruthlessly regular accounts are 
1922|167|O|11830.44|1996-07-13|3-MEDIUM|Clerk#000000984|0|side of the blithely final re
1923|404|O|214971.24|1997-07-07|1-URGENT|Clerk#000000471|0| express dolphins. 
1924|226|O|184368.24|1996-09-07|4-NOT SPECIFIED|Clerk#000000823|0| of the ironic accounts. instructions near the final instr
1925|52|F|184466.60|1992-03-05|1-URGENT|Clerk#000000986|0|e slyly regular deposits. furiously 
1926|280|O|115900.44|1996-01-31|2-HIGH|Clerk#000000568|0|cajole. even warhorses sleep carefully. 
1927|421|O|26698.72|1995-09-30|3-MEDIUM|Clerk#000000616|0|riously special packages. permanent pearls wake furiously. even packages alo
1952|199|F|15314.29|1994-03-16|2-HIGH|Clerk#000000254|0| silent accounts boost 
1953|449|F|64481.58|1993-11-30|3-MEDIUM|Clerk#000000891|0| fluffily along the quickly even packages. 
1954|169|O|210736.57|1997-05-31|4-NOT SPECIFIED|Clerk#000000104|0| unusual excuses cajole according to the blithely regular theodolites.
1955|37|F|127982.65|1992-04-20|1-URGENT|Clerk#000000792|0|ly special ideas. sometimes final 
1956|379|F|110448.09|1992-09-20|4-NOT SPECIFIED|Clerk#000000600|0|ironic ideas are silent ideas. furiously final deposits sleep slyly carefu
1957|91|O|92061.80|1998-07-21|2-HIGH|Clerk#000000639|0|nding excuses about the 
1958|157|O|204257.91|1995-09-22|5-LOW|Clerk#000000343|0| haggle blithely. flu
1959|128|O|80750.76|1997-01-13|4-NOT SPECIFIED|Clerk#000000631|0| cajole about the blithely express requests. even excuses mold bl
