S_ID | S_POINT
1596 | (-4886399.676702247 -5612119.628308043)
1597 | (9972737.75373923 2282908.5003119837)
1598 | (7200368.373563014 463635.47009032406)
1599 | (-2613106.9897802407 -7722473.844728272)
1600 | (1976380.2618432455 -5872154.598552479)
1601 | (4923315.913539473 -8978507.1240779)
1602 | (8124585.138675641 -3248563.21834206)
1603 | (8303896.692078568 6442131.426175386)
1604 | (1293131.422341289 -7202255.406861434)
1605 | (-8941065.441830816 -2579856.895902548)
1606 | (-3140733.8205485446 763235.4973832369)
1607 | (-6962820.018532341 395455.8658147715)
1608 | (671804.583012104 2211056.9157836735)
1609 | (5856095.672028454 -7053933.079991773)
1610 | (-1711368.6782091754 4953894.299470168)
1611 | (8714694.248654082 519551.0636558272)
1612 | (-6259872.358354177 7058928.928273059)
1613 | (-6937839.704157546 2790114.493299477)
1614 | (5466568.90670979 -7860855.222399401)
1615 | (5942361.163603911 -4656480.368493216)
1616 | (1594831.1572321374 -48248.17529964633)
1617 | (6315292.516911108 6409351.329003878)
1618 | (-8885247.21312538 5574347.9969565235)
1619 | (-2219422.3530966677 -4619931.568567692)
1620 | (1220085.0942430068 -3799417.9961815514)
1621 | (-6754392.095872475 2505317.7201983705)
1622 | (5014951.578500768 -2160279.2382975956)
1623 | (5292394.084921511 1006270.8334538192)
1624 | (280994.17368046194 -6037380.498133989)
1625 | (-9608358.126144387 -8645062.671717206)
1626 | (1466684.0192106757 4501853.248464877)
1627 | (99849.44973465241 9113481.563387983)
1628 | (2808002.9819959067 -5413023.998761546)
1629 | (4358589.8375908695 9697547.155993812)
1630 | (9308675.272468477 -1790404.5603319667)
1631 | (-9263228.766123863 2348565.8397006113)
1632 | (4194560.024953103 -8574429.955284012)
1633 | (-2523424.557465246 -9762872.975550614)
1634 | (6641166.363804499 -6755497.652116216)
1635 | (-4918735.660113937 -2715023.975703421)
1636 | (-8473182.740916172 -2272346.84686487)
1637 | (-681165.604414707 -6445060.288040081)
1638 | (5871707.085430793 -9899026.74099548)
1639 | (-2468099.5115622785 3311112.0617248435)
1640 | (-1613449.4929802231 -7368484.911315716)
1641 | (5016295.985643692 5732557.047123721)
1642 | (-4063979.052274704 -2909090.6201467235)
1643 | (-2209681.9164812295 -2126965.1428791555)
1644 | (-9590392.343478393 9050920.967768088)
1645 | (1654842.2469659504 3831742.06250575)
1646 | (8459229.515405245 -8870270.229842335)
1647 | (4164671.032256644 -7663852.9605293535)
1648 | (-2827238.1527880384 -7852211.662506614)
1649 | (5108678.939439638 8358426.84385325)
1650 | (4924776.229325144 6923621.642768305)
1651 | (4811102.266712429 1866061.785755258)
1652 | (2682067.3203884475 -5167128.506642476)
1653 | (7212573.484151367 5029041.377638873)
1654 | (-2081339.3241228508 -5184674.362649029)
1655 | (-8902677.046525292 -3624143.3718505744)
1656 | (4652781.472364804 6433176.746719254)
1657 | (-1658042.0025590528 6471718.034347022)
1658 | (-8901614.043392964 3461.2386237345636)
1659 | (4481004.851701198 3863782.9520213604)
1660 | (7455621.859765712 -2198815.5562735815)
1661 | (-1941540.1528006447 -4487577.99390137)
1662 | (6551169.261028124 -142463.6237366721)
1663 | (-8345392.740809088 4248914.759205511)
1664 | (5105964.146096114 -9955966.248490172)
1665 | (9991934.597952176 9309729.326520454)
1666 | (4624271.642990852 1437846.08578334)
1667 | (-9520255.790159933 -4491594.488609511)
1668 | (-4782721.318557151 6011976.756604675)
1669 | (-4624206.06170955 -221192.4466715008)
1670 | (-1033328.1267190482 2698595.4825029876)
1671 | (198854.01504743658 -3197441.994136707)
1672 | (7501436.662000719 5536931.562560461)
1673 | (2990223.4812648837 -5820771.97716101)
1674 | (-3828245.551761658 -4191013.6010327386)
1675 | (-4208807.696183401 -8407595.363029946)
1676 | (3222957.8395979255 8810644.380602717)
1677 | (30369.96627214551 4636896.165195875)
1678 | (-7765457.971924383 -8075377.753069906)
1679 | (9159865.560989846 -503073.11429701)
1680 | (-1841059.179038533 5797822.425954806)
1681 | (-1607226.6215330437 -3396890.559871395)
1682 | (-1510281.5187901445 6483889.295625096)
1683 | (-2995898.9160719356 -2294262.329490033)
1684 | (9073330.829285413 -2835397.2005675845)
1685 | (-1123598.6395921204 -9580924.045297649)
1686 | (-8313905.3378857635 573610.0066621378)
1687 | (-1651998.352231199 2577711.1190550085)
1688 | (6172712.189483132 8657690.738772642)
1689 | (1995724.7037902605 7993731.381350324)
1690 | (2681710.1623371057 7848342.337277118)
1691 | (9201640.428258717 4650691.65471641)
1692 | (4325132.223933106 -6668497.683030847)
1693 | (-5508685.191972997 7433574.922715392)
1694 | (-6897243.17171865 -5876181.778753868)
1695 | (-7372451.944803544 7185588.023763966)
1696 | (-5974297.422050094 6420371.5449308045)
1697 | (2641658.223122971 1192747.8097762242)
1698 | (-6230308.184534604 -3359730.625755026)
1699 | (9445003.475997265 -7361266.531260209)
1700 | (-5620080.112017452 5334772.900063695)
1701 | (9105656.457120147 7492044.22687421)
1702 | (-6871383.39636491 7912191.406669598)
1703 | (3893079.506227359 -69736.77731239423)
1704 | (-38556.862332830206 5873886.742726026)
1705 | (3155030.0002427474 3177695.578638356)
1706 | (-5713106.190904473 1619574.248856131)
1707 | (1485553.8602476437 -9106232.526660658)
1708 | (2520163.152352968 -5827111.32786794)
1709 | (-5136502.913515568 2554693.2081260085)
1710 | (-2190341.1554294787 -244357.5286302343)
1711 | (-8045636.60230702 3865003.32090733)
1712 | (1170100.3468104284 2171424.030002093)
1713 | (-6875543.7785159135 4899037.155974213)
1714 | (-4502940.045504436 6936058.158769164)
1715 | (7410983.8702468015 -1313776.832503682)
1716 | (8735006.870905738 -6977261.441989176)
1717 | (-301714.11340207234 -3629879.6960071325)
1718 | (-4967465.761382805 -4510792.378247606)
1719 | (9655329.517194275 9165716.773108028)
1720 | (9639139.0124056 4192334.7886419185)
1721 | (-8555991.71186073 -42118.1489570383)
1722 | (2916254.6604696754 3157997.353047719)
1723 | (-1160949.9552621339 3561703.422965912)
1724 | (3537087.81768219 -8553720.801399285)
1725 | (7935712.126078319 9205973.045715254)
1726 | (-1557037.7771215104 -5156077.970150819)
1727 | (9598419.85117938 -3787004.6959773162)
1728 | (-1377988.1709586512 5441718.59900824)
1729 | (6583312.095260518 -7336126.706263839)
1730 | (-8439197.337099105 9549675.584914908)
1731 | (-4539055.094226567 5697058.6687064)
1732 | (8342634.877385613 -9423022.615111094)
1733 | (-5662858.508413964 -7533143.880701905)
1734 | (1713022.0924980547 -3808367.8731619464)
1735 | (-2054133.773669526 1088628.0602460057)
1736 | (-7276132.985301564 4129934.443380583)
1737 | (74376.17932610773 -9376014.48491909)
1738 | (3917144.9151052795 -7966996.808544546)
1739 | (7798866.886987213 -1936961.9579717433)
1740 | (-3171228.177389738 -2067435.4684495544)
1741 | (-191557.57933245786 9915554.630122487)
1742 | (7523834.737027537 -6392915.331378881)
1743 | (560994.3277141601 -6370386.708800934)
1744 | (-9595280.376528982 -8918515.680218646)
1745 | (-6153330.136974333 -7469482.451087777)
1746 | (2729649.5015692096 9788933.27850258)
1747 | (7530964.639294341 -885099.4782622084)
1748 | (1383261.4928884972 -804543.7615423873)
1749 | (-532904.1429812498 -9374269.660128914)
1750 | (6161898.604388231 -5109189.713225777)
1751 | (-3369459.669066284 1677714.3257872853)
1752 | (7571539.644069366 6145846.597952288)
1753 | (619503.7528985031 9165668.0636077)
1754 | (-1915134.1148144212 1780718.4381958563)
1755 | (7782873.318477869 -7945911.144165854)
1756 | (6292339.788722906 156264.75258665532)
1757 | (7387145.371323384 -6701395.530271858)
1758 | (-5327903.942640271 4595253.488547277)
1759 | (85768.25775463693 2411533.8343632556)
1760 | (4022475.625305973 578180.5709176399)
1761 | (-4836183.191366763 2847092.495342292)
1762 | (-7001769.528044841 4644401.442518236)
1763 | (-8569674.64566183 7935930.548742913)
1764 | (-6232577.134745261 -9881105.981708122)
1765 | (3700504.1013075616 6564175.417268798)
1766 | (1905400.8507610913 2205242.928829685)
1767 | (-8425632.754942663 -5037114.702954977)
1768 | (9105668.69976499 4219191.167411756)
1769 | (3788798.8396038283 -4845412.370861777)
1770 | (4246697.750690134 3701022.6294665)
1771 | (6452134.167906074 -6872862.667727251)
1772 | (-7908685.224337155 -5209034.408000897)
1773 | (1461150.163746247 1548344.8837320749)
1774 | (3322519.5249447934 -5373191.091213683)
1775 | (5620851.047122333 3363411.4472532775)
1776 | (-9916850.477411883 -3390477.9259978924)
1777 | (2239083.35225622 -3874807.3056778368)
1778 | (-7778893.425518687 -9751720.52167783)
1779 | (-419396.14393590204 -67230.83715205453)
1780 | (-9759989.899746278 -4835889.133090066)
1781 | (7568500.238501713 2623919.3797079064)
1782 | (-6956209.941150565 -804571.427186178)
1783 | (-3483330.582527901 1975684.8799382206)
1784 | (7542295.967645746 710311.3400636744)
1785 | (-2597978.327147332 -5213627.934675869)
1786 | (-5864386.215738615 6264025.233203854)
1787 | (-6815844.7193852905 3640421.041044902)
1788 | (5640760.83475369 -3166018.414847225)
1789 | (-9896420.78776648 3117285.228225222)
1790 | (-3644975.612497556 8973523.848624751)
1791 | (-8857050.18406688 -3427100.7619364057)
1792 | (-3647321.006918072 -2943142.7652678946)
1793 | (891572.2027839273 -3260456.8220779216)
1794 | (8776197.631948113 -321850.4958333224)
1795 | (9890784.662434414 4363961.011504693)
1796 | (5386307.967116699 5890162.5040667765)
1797 | (-6341738.386181515 -2771750.5750648594)
1798 | (4783576.009916607 -2525787.636395174)
1799 | (5805127.100156205 -6335688.2665989995)
1800 | (5809399.787899459 -644836.3402977474)
1801 | (2532681.0786277093 -2821193.174514911)
1802 | (9548760.016842593 6595716.948185841)
1803 | (9378247.02890997 2200958.9824673645)
1804 | (-4665865.25071923 -7758239.055132072)
1805 | (-3890610.508415755 4265006.409144709)
1806 | (-197948.05719357543 -1013217.7575527392)
1807 | (3360777.295320891 5933830.985597333)
1808 | (2947426.6341040414 2672762.8006668184)
1809 | (3106650.5380290113 -5033002.475619184)
1810 | (496078.7427744102 -3848392.9659160012)
1811 | (-6976963.03175644 9803820.676479947)
1812 | (5081455.590925029 2947366.9833327606)
1813 | (-2900719.015129487 4322806.883069586)
1814 | (-5865724.6734078815 -2687434.738804426)
1815 | (8035273.442292292 2624017.2812936064)
1816 | (-1090639.3079083469 3056707.619834695)
1817 | (7845765.403997369 -4920543.984932844)
1818 | (2386074.8474479187 -4848199.754137455)
1819 | (-8284257.768955512 -6024726.121084123)
1820 | (792090.129388243 -2991986.7764288364)
1821 | (-8209139.260144224 1668930.8266689815)
1822 | (8514905.14435869 5698757.104758134)
1823 | (4146701.2253674176 -6198705.704290539)
1824 | (2007449.576101387 -318106.7127809264)
1825 | (-424800.6592775583 403634.6202984825)
1826 | (-3300660.806224471 867000.891839033)
1827 | (3722165.740849303 5480195.505282655)
1828 | (-1562092.6796715185 -3318454.3568942426)
1829 | (-7417726.012930781 -7210579.7785486765)
1830 | (-5626847.975972835 7987.488808635622)
1831 | (7648029.821155973 -9347018.038189374)
1832 | (7317895.694039326 -3895254.383049967)
1833 | (5538332.359235225 -8807270.91429467)
1834 | (-1914651.2947480772 74108.57352358289)
1835 | (7853781.560728043 -1355630.712133402)
1836 | (-7220094.642854209 2055355.4899262767)
1837 | (-1219528.0381211322 1340927.3356258906)
1838 | (-6236364.948137341 3996176.366148377)
1839 | (6586124.261156414 1253365.119024042)
1840 | (8910317.500459507 -4340019.012972407)
1841 | (-1053104.393472463 5850442.073581133)
1842 | (7562015.459426083 -2958982.7490771124)
1843 | (-1782727.0073346505 -6262457.531315638)
1844 | (9239095.65843758 -7702700.098529944)
1845 | (-6048305.816595722 7220776.190336328)
1846 | (-5604873.2213771045 -3976102.4047486316)
1847 | (317470.6521553192 6394809.470196627)
1848 | (1920588.7044942807 8526825.035898916)
1849 | (-4031672.477939141 7162360.358661294)
1850 | (-9433819.555454617 -101168.33456027135)
1851 | (169795.26348820515 7448673.231499545)
1852 | (-3754828.665833248 1660958.995643951)
1853 | (5901098.921405068 -1073831.3943108637)
1854 | (3824730.8531101122 9923586.193850126)
1855 | (5215455.107063785 9679798.984498039)
1856 | (6601729.182135163 -9587063.233909786)
1857 | (599426.5393223297 -3186868.2867857115)
1858 | (4967549.612151019 5174139.989114448)
1859 | (4624322.132632194 3267994.5696510095)
1860 | (-9223964.173867198 4685359.907307571)
1861 | (186912.70168248191 9913197.685995035)
1862 | (1056410.033179544 -1907396.5275519835)
1863 | (-1288047.6602168065 249590.1607205812)
1864 | (-333412.11003368534 -1407122.7464061733)
1865 | (8944006.677388608 7493531.110547297)
1866 | (6022503.025028165 7357047.592295606)
1867 | (1299759.5367878545 -4168998.020136145)
1868 | (5877183.996513352 6900673.134644974)
1869 | (3768840.3474021666 -9711228.832156157)
1870 | (-6039842.678530205 6581068.955432892)
1871 | (-9836220.584212454 -5342436.013227772)
1872 | (-7095827.015180829 -6002963.628907483)
1873 | (-17310.550002260134 8690517.62323187)
1874 | (7426802.443099819 9662341.33977633)
1875 | (5480984.669991491 7750318.3853643425)
1876 | (2574206.797911467 8388380.661334101)
1877 | (-4734365.55246755 656361.5892908257)
1878 | (-3054334.519619366 7231555.933287315)
1879 | (8622896.609114658 607830.9831450619)
1880 | (8162645.696955763 5421674.184875142)
1881 | (-6102634.009345631 6618633.522022283)
1882 | (-1173439.4512934648 -8140835.2822074685)
1883 | (7053436.050583478 -7596569.0367282955)
1884 | (-6206204.589177297 -3528236.659332131)
1885 | (7332411.0464099385 -9369124.251568645)
1886 | (6791025.126676735 8635217.148956925)
1887 | (7861897.651538219 -2800468.9425179064)
1888 | (2189318.0921118557 -8664690.91619113)
1889 | (9741184.336284172 -7856134.3999299)
1890 | (-9254983.968984485 -5093839.321212405)
1891 | (8993187.971901074 8085837.629844114)
1892 | (-1149156.1971486602 4611498.380339516)
1893 | (6180714.318320967 -128954.50461831316)
1894 | (4008780.2381657586 -7343815.331804777)
1895 | (-4476490.159857647 7990095.922998704)
1896 | (-713846.3529321495 3995794.0714065377)
1897 | (-3471392.649135814 5428913.419410422)
1898 | (5701303.09617389 -8682546.959570024)
1899 | (9461399.459718574 -9498688.750611426)
1900 | (1064127.5083712284 -2837225.48162614)
1901 | (4314150.397041045 -6573011.6673048865)
1902 | (-5520186.183323183 7007501.272390481)
1903 | (-2898352.1226750277 1223887.2864735443)
1904 | (-4211857.1228185855 -489261.1575738322)
1905 | (-7085412.264877336 7955578.080078755)
1906 | (-3000801.19994069 1034847.346769372)
1907 | (-3411288.449015566 2732814.2982931696)
1908 | (-8386917.540352956 2615319.0454684924)
1909 | (7524157.535179481 3484732.670108663)
1910 | (-7864526.084710886 -7722526.99456768)
1911 | (-7281406.26009612 6622152.864899639)
1912 | (-2772290.626530922 -9369705.585164243)
1913 | (9777023.264100403 9500304.167125795)
1914 | (-2749467.3179023433 -5994791.727906883)
1915 | (-9253856.11283031 2546571.1853617337)
1916 | (-1412861.54811183 7729151.358090676)
1917 | (6767613.227006003 -4941852.913243707)
1918 | (2435985.4750899915 -8193584.974449355)
1919 | (6438093.060816344 3621066.5795531273)
1920 | (8010927.953405354 9717007.853153415)
1921 | (-6947128.628903647 -6927995.712353123)
1922 | (3804593.41019216 -5606609.082978398)
1923 | (-7880629.642119379 1163757.2950120773)
1924 | (5396572.524238059 -4494478.286749)
1925 | (2538796.7568011507 5349302.11062259)
1926 | (7459119.958753675 9994829.279863745)
1927 | (-6430591.293879118 -4513836.670192226)
1928 | (803679.6973038949 -8584761.763327347)
1929 | (-7972543.86241999 1805368.3451581951)
1930 | (-9091443.070911108 -5979464.070185412)
1931 | (3891430.821198929 -2875969.6983394446)
1932 | (-2075372.5809516395 -3433717.9664233355)
1933 | (5934280.411752246 6227369.626538867)
1934 | (36874.67988841981 -3678024.08605209)
1935 | (-472998.64701636136 -9835128.999344459)
1936 | (-7476001.881500361 3580269.5202270634)
1937 | (-9925691.459427213 -3570950.187114545)
1938 | (-8754080.28629454 1531839.0874028914)
1939 | (-4694891.745276936 -4470426.3916295115)
1940 | (-2702891.914765182 6314790.111021742)
1941 | (-7664770.232152025 -7290862.026482752)
1942 | (-8492365.724433837 -8542530.684884597)
1943 | (-8641085.231968308 1306073.427275179)
1944 | (3022906.127249228 -1854098.0392575432)
1945 | (153069.8308727946 -893256.9536664989)
1946 | (-3518199.620886637 7470191.583881289)
1947 | (1511212.8494164553 4514970.335634714)
1948 | (-8489264.896002917 -5921309.94939789)
1949 | (5835912.1987040695 -9932032.430813944)
1950 | (-8782330.946270194 -7562077.8483856525)
1951 | (-2724813.1431482593 3385484.6372471545)
1952 | (1649691.4732304737 -3783704.6753077684)
1953 | (-7146750.2883669855 -1358504.6824264992)
1954 | (-8297233.252745277 8861060.706003264)
1955 | (-1397487.575828053 6383857.376744874)
1956 | (-1497856.6408004705 -6934441.753578175)
1957 | (-7321351.111744318 2982967.5667369068)
1958 | (4706918.385811949 4127720.797039222)
1959 | (647024.9854377937 -8707798.287487078)
1960 | (3434993.283991635 -4402723.831723121)
1961 | (-9308429.977365628 -3135129.2610158436)
1962 | (4759007.64528623 7154885.351652555)
1963 | (5476739.538509505 -6102335.920589538)
1964 | (7538549.518657837 -3036184.4167708084)
1965 | (5589343.813497534 8801978.175285809)
1966 | (-2380906.8336406145 -4945111.168344584)
1967 | (7085155.117624145 -6355236.79343746)
1968 | (4654743.4499462955 3357455.115574954)
1969 | (865872.3383059315 -307718.0117845908)
1970 | (8323069.917713001 -8097852.655247921)
1971 | (9224145.68548676 9672955.046021841)
1972 | (8677986.353114307 1958884.1573451627)
1973 | (1095542.5925513767 -5057419.137243877)
1974 | (-8962247.280741543 -2981079.6514215916)
1975 | (604267.77882725 -2756944.665738605)
1976 | (-7103030.238997096 -2461592.1616420187)
1977 | (-2468986.5570574002 231219.18918884732)
1978 | (80821.87995368615 -2541105.1883937307)
1979 | (-4441636.003301832 -9341199.21095046)
1980 | (-8469425.227555316 9609399.9708196)
1981 | (-7207840.036519124 -1428139.8876555804)
1982 | (-5900849.97398437 -8292076.130311099)
1983 | (-9013347.929129705 -9265378.009686232)
1984 | (6027156.064442204 -4848172.797258137)
1985 | (-502069.11521848105 4558582.885195233)
1986 | (-9521437.227393093 4602620.269967221)
1987 | (-9034022.531568026 -3714416.64334548)
1988 | (760725.0823791251 974098.960063275)
1989 | (-1878360.1914393809 807236.7094038241)
1990 | (7954916.656779006 -4525816.266101785)
1991 | (4152451.8872607313 1549386.1219493896)
1992 | (6660802.8139476795 4813598.743620886)
1993 | (2455975.627663281 5846765.042778634)
1994 | (-5965087.633408051 -3060882.6422084626)
1995 | (3823346.297425296 5298385.541385785)
1996 | (-9998205.261074033 5783934.867855314)
1997 | (870299.8855276033 8135198.659027882)
1998 | (-1201034.0615902767 4484171.044818459)
1999 | (-1176205.0336717572 -785238.0282641351)
